,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
172,F1,15/12/12,Nice,Evian Thonon Gaillard,3,2,2.0,1,2,0.0,11,10,3,6,8,10,5,1,1,1,0,0
173,F1,15/12/12,Reims,Lille,1,1,1.0,1,0,2.0,8,16,2,4,13,8,2,5,2,1,0,0
174,F1,15/12/12,Sochaux,Brest,1,2,0.0,0,0,1.0,19,9,4,3,8,13,3,6,0,1,0,0
175,F1,15/12/12,Toulouse,Marseille,0,1,0.0,0,0,1.0,8,13,2,8,15,16,3,4,1,2,2,0
176,F1,15/12/12,Troyes,Ajaccio,3,2,2.0,3,0,2.0,20,10,7,6,18,19,4,9,1,2,0,0
177,F1,16/12/12,Nancy,Bordeaux,1,1,1.0,1,0,2.0,12,10,3,4,12,13,8,6,2,1,0,1
178,F1,16/12/12,Paris SG,Lyon,1,0,2.0,1,0,2.0,10,12,6,2,11,15,4,4,3,2,0,0
179,F1,16/12/12,St Etienne,Lorient,0,2,0.0,0,2,0.0,9,14,5,6,16,10,9,5,2,0,0,0
180,F1,21/12/12,Brest,Paris SG,0,3,0.0,0,0,1.0,11,30,3,13,7,6,2,11,1,2,1,0
181,F1,22/12/12,Ajaccio,Rennes,2,4,0.0,2,2,1.0,12,13,5,7,13,11,6,3,2,1,0,0
182,F1,22/12/12,Bastia,Nancy,4,2,2.0,3,0,2.0,15,11,7,3,3,17,5,5,1,3,0,0
183,F1,22/12/12,Bordeaux,Troyes,0,0,1.0,0,0,1.0,20,8,9,5,18,18,11,2,1,3,0,0
184,F1,22/12/12,Lille,Montpellier,4,1,2.0,2,0,2.0,18,8,6,3,16,15,3,1,1,2,0,1
185,F1,22/12/12,Lorient,Reims,2,2,1.0,0,1,0.0,11,9,5,3,11,18,9,4,0,2,0,0
186,F1,22/12/12,Lyon,Nice,3,0,2.0,1,0,2.0,14,18,4,4,12,15,5,6,1,1,1,1
187,F1,23/12/12,Marseille,St Etienne,1,0,2.0,1,0,2.0,6,6,3,1,15,13,2,8,1,1,0,0
188,F1,23/12/12,Toulouse,Sochaux,2,0,2.0,1,0,2.0,10,5,4,1,27,19,6,2,1,3,0,0
189,F1,23/12/12,Valenciennes,Evian Thonon Gaillard,2,1,2.0,1,1,1.0,19,16,8,6,17,21,4,4,3,3,0,1
190,F1,11/01/13,Paris SG,Ajaccio,0,0,1.0,0,0,1.0,26,3,3,1,11,10,11,1,1,2,1,0
191,F1,11/01/13,St Etienne,Toulouse,2,2,1.0,1,2,0.0,12,8,4,4,16,13,11,4,1,1,0,0
192,F1,12/01/13,Evian Thonon Gaillard,Brest,0,2,0.0,0,1,0.0,16,9,5,4,11,14,7,4,1,3,1,0
193,F1,12/01/13,Montpellier,Lorient,2,0,2.0,0,0,1.0,13,5,5,3,14,14,4,5,0,0,0,0
194,F1,12/01/13,Nancy,Lille,2,2,1.0,1,2,0.0,15,13,7,6,11,9,8,7,2,2,0,0
195,F1,12/01/13,Rennes,Bordeaux,0,2,0.0,0,0,1.0,10,8,3,7,12,9,10,4,0,2,0,0
196,F1,12/01/13,Troyes,Lyon,1,2,0.0,1,1,1.0,13,14,6,4,9,18,5,8,1,1,0,0
197,F1,13/01/13,Nice,Valenciennes,5,0,2.0,1,0,2.0,14,6,6,3,18,14,3,2,1,4,0,0
198,F1,13/01/13,Reims,Bastia,1,2,0.0,0,1,0.0,13,9,1,4,20,9,6,4,2,4,0,0
199,F1,13/01/13,Sochaux,Marseille,3,1,2.0,2,0,2.0,8,22,4,6,15,16,3,8,1,1,1,0
200,F1,18/01/13,Lyon,Evian Thonon Gaillard,0,0,1.0,0,0,1.0,13,9,5,1,11,11,9,3,1,2,0,0
201,F1,19/01/13,Ajaccio,Valenciennes,1,1,1.0,1,0,2.0,12,7,6,5,21,19,5,5,2,3,0,1
202,F1,19/01/13,Brest,St Etienne,0,1,0.0,0,0,1.0,9,13,3,5,9,15,1,10,3,3,0,0
203,F1,19/01/13,Lorient,Troyes,3,2,2.0,2,0,2.0,13,14,6,5,14,12,4,8,1,0,0,0
204,F1,19/01/13,Marseille,Montpellier,3,2,2.0,1,1,1.0,10,8,4,3,10,10,8,3,1,1,0,0
205,F1,19/01/13,Sochaux,Reims,1,0,2.0,1,0,2.0,9,11,4,2,10,10,5,6,1,3,0,0
206,F1,19/01/13,Toulouse,Nancy,2,1,2.0,0,0,1.0,17,5,8,2,18,19,10,1,0,2,0,0
207,F1,20/01/13,Bastia,Rennes,0,2,0.0,0,1,0.0,3,15,1,8,8,16,4,8,2,2,0,0
208,F1,20/01/13,Bordeaux,Paris SG,0,1,0.0,0,1,0.0,14,6,4,4,11,11,6,3,2,2,0,0
209,F1,20/01/13,Lille,Nice,0,2,0.0,0,0,1.0,7,11,2,5,12,15,2,2,1,1,0,0
210,F1,25/01/13,Valenciennes,Lyon,0,2,0.0,0,2,0.0,9,11,3,5,19,16,8,3,1,2,0,0
211,F1,26/01/13,Evian Thonon Gaillard,Ajaccio,1,1,1.0,0,1,0.0,15,10,5,3,16,11,9,3,1,2,0,0
212,F1,26/01/13,Montpellier,Sochaux,2,0,2.0,2,0,2.0,10,7,5,2,17,17,6,3,1,2,0,0
213,F1,26/01/13,Nancy,Lorient,2,1,2.0,1,0,2.0,16,9,5,4,11,11,5,8,2,2,0,0
214,F1,26/01/13,Reims,Toulouse,1,1,1.0,0,0,1.0,11,17,6,5,18,13,9,2,1,2,0,0
215,F1,26/01/13,Rennes,Marseille,2,2,1.0,0,1,0.0,16,16,4,4,7,19,4,4,1,0,0,0
216,F1,26/01/13,Troyes,Brest,2,1,2.0,1,0,2.0,13,10,4,4,13,17,3,4,1,3,0,0
217,F1,27/01/13,Nice,Bordeaux,0,1,0.0,0,0,1.0,8,15,3,4,14,9,2,4,1,3,0,0
