,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
92,F1,25/10/08,Lille,Caen,2,2,1.0,2,0,2.0,18,8,5,4,29,17,2,0,0,0,0,0
93,F1,25/10/08,Lorient,Nantes,3,0,2.0,1,0,2.0,18,5,7,1,16,19,3,8,2,2,0,0
94,F1,25/10/08,Nice,Bordeaux,2,2,1.0,0,1,0.0,12,16,3,8,13,22,3,5,1,3,0,0
95,F1,25/10/08,Rennes,Le Mans,2,2,1.0,1,2,0.0,18,15,5,4,14,14,8,6,2,2,0,0
96,F1,25/10/08,Toulouse,Monaco,0,0,1.0,0,0,1.0,18,8,3,2,17,15,4,5,3,2,0,0
97,F1,26/10/08,Marseille,Paris SG,2,4,0.0,2,1,2.0,24,8,6,4,18,12,3,5,1,2,0,0
98,F1,26/10/08,Nancy,Sochaux,1,1,1.0,0,1,0.0,20,10,1,4,12,22,11,3,1,2,0,0
99,F1,26/10/08,St Etienne,Grenoble,0,2,0.0,0,1,0.0,16,8,4,4,12,11,6,4,1,1,0,0
100,F1,28/10/08,Bordeaux,Le Havre,4,0,2.0,1,0,2.0,12,9,7,2,20,16,1,1,1,2,0,0
101,F1,29/10/08,Caen,Nice,1,1,1.0,0,0,1.0,18,16,6,1,18,17,4,7,0,0,0,0
102,F1,29/10/08,Grenoble,Lille,0,0,1.0,0,0,1.0,6,13,1,5,20,18,2,1,2,1,0,0
103,F1,29/10/08,Le Mans,Auxerre,0,2,0.0,0,2,0.0,10,17,2,5,9,9,4,5,1,0,0,0
104,F1,29/10/08,Monaco,Nancy,3,1,2.0,1,0,2.0,16,14,6,4,17,18,2,6,1,2,0,0
105,F1,29/10/08,Nantes,Marseille,1,1,1.0,1,0,2.0,3,17,2,6,14,11,3,9,1,1,1,0
106,F1,29/10/08,Paris SG,Toulouse,0,1,0.0,0,0,1.0,4,14,2,5,7,13,5,3,2,0,0,0
107,F1,29/10/08,Sochaux,Lyon,0,2,0.0,0,0,1.0,13,9,3,3,15,21,9,2,1,3,2,0
108,F1,29/10/08,St Etienne,Lorient,1,4,0.0,1,1,1.0,11,5,3,5,11,6,5,3,1,0,0,0
109,F1,29/10/08,Valenciennes,Rennes,0,0,1.0,0,0,1.0,11,9,3,2,13,16,6,2,2,4,0,0
110,F1,01/11/08,Auxerre,Valenciennes,0,0,1.0,0,0,1.0,20,6,3,0,12,12,9,4,1,2,0,0
111,F1,01/11/08,Lille,Nantes,2,0,2.0,1,0,2.0,20,7,4,3,30,25,4,6,1,3,0,0
112,F1,01/11/08,Lorient,Grenoble,1,1,1.0,0,0,1.0,7,5,4,2,15,13,7,4,2,2,0,1
113,F1,01/11/08,Marseille,St Etienne,3,1,2.0,2,1,2.0,13,8,9,2,13,15,7,6,2,4,0,0
114,F1,01/11/08,Nancy,Bordeaux,1,0,2.0,0,0,1.0,10,21,1,3,19,18,4,4,2,3,0,0
115,F1,01/11/08,Nice,Paris SG,1,0,2.0,1,0,2.0,16,13,10,5,15,22,4,6,1,1,0,0
116,F1,01/11/08,Toulouse,Caen,0,1,0.0,0,0,1.0,11,16,3,5,17,11,10,7,2,2,0,0
117,F1,02/11/08,Le Havre,Monaco,2,3,0.0,0,2,0.0,20,20,6,12,14,12,11,9,1,1,0,0
118,F1,02/11/08,Lyon,Le Mans,2,0,2.0,1,0,2.0,21,8,9,3,17,25,7,5,0,2,0,0
119,F1,02/11/08,Rennes,Sochaux,1,0,2.0,1,0,2.0,10,18,5,4,19,12,6,3,1,1,0,0
120,F1,08/11/08,Bordeaux,Auxerre,2,0,2.0,0,0,1.0,21,7,5,2,7,21,9,1,0,4,0,0
121,F1,08/11/08,Caen,Le Havre,0,1,0.0,0,0,1.0,9,13,3,4,17,16,7,2,1,3,0,0
122,F1,08/11/08,Grenoble,Marseille,0,3,0.0,0,2,0.0,13,7,3,5,11,10,7,2,1,2,0,0
123,F1,08/11/08,Lorient,Nice,0,1,0.0,0,1,0.0,12,9,3,2,14,16,7,3,1,2,0,0
124,F1,08/11/08,Monaco,Lyon,0,1,0.0,0,0,1.0,12,17,3,8,13,16,2,5,1,1,0,0
125,F1,08/11/08,Nantes,Toulouse,1,1,1.0,1,1,1.0,15,10,3,5,17,25,6,3,0,2,0,0
126,F1,08/11/08,Sochaux,Le Mans,2,1,2.0,1,1,1.0,11,13,4,3,18,13,3,4,1,1,0,0
127,F1,09/11/08,Paris SG,Lille,1,0,2.0,1,0,2.0,12,12,4,3,13,15,3,1,0,0,0,0
128,F1,09/11/08,St Etienne,Rennes,0,3,0.0,0,1,0.0,19,15,5,9,14,21,9,3,1,1,0,0
129,F1,09/11/08,Valenciennes,Nancy,0,1,0.0,0,1,0.0,16,13,2,2,25,19,3,1,3,1,0,0
130,F1,15/11/08,Auxerre,Sochaux,1,0,2.0,1,0,2.0,8,6,3,1,15,15,2,5,1,2,0,0
131,F1,15/11/08,Le Havre,Paris SG,1,3,0.0,0,2,0.0,10,13,3,4,12,12,12,5,2,1,0,0
132,F1,15/11/08,Le Mans,Valenciennes,1,0,2.0,1,0,2.0,18,14,6,6,18,12,8,4,1,1,0,0
133,F1,15/11/08,Lille,St Etienne,3,0,2.0,2,0,2.0,22,7,12,2,20,18,10,3,2,1,0,1
134,F1,15/11/08,Marseille,Lorient,2,3,0.0,1,0,2.0,10,15,4,5,12,10,5,4,0,0,0,0
135,F1,15/11/08,Nancy,Caen,1,1,1.0,0,0,1.0,15,15,1,7,10,18,6,5,0,2,0,0
136,F1,15/11/08,Toulouse,Grenoble,2,0,2.0,2,0,2.0,9,6,6,3,20,16,2,2,2,4,0,0
137,F1,16/11/08,Lyon,Bordeaux,2,1,2.0,2,0,2.0,7,23,6,6,32,14,4,4,0,2,0,0
138,F1,16/11/08,Nice,Nantes,2,1,2.0,1,1,1.0,18,11,6,3,16,24,7,1,0,3,0,0
139,F1,16/11/08,Rennes,Monaco,2,1,2.0,1,0,2.0,16,11,6,1,14,15,5,4,0,2,0,0
140,F1,22/11/08,Bordeaux,Rennes,1,1,1.0,0,1,0.0,14,8,6,4,17,17,5,3,1,3,0,0
141,F1,22/11/08,Caen,Auxerre,1,0,2.0,0,0,1.0,16,7,5,3,16,19,5,4,0,2,0,0
142,F1,22/11/08,Grenoble,Le Havre,0,0,1.0,0,0,1.0,13,11,3,4,19,17,6,5,1,1,0,0
143,F1,22/11/08,Lorient,Toulouse,1,0,2.0,0,0,1.0,8,8,3,3,11,27,4,5,1,3,0,0
144,F1,22/11/08,Paris SG,Lyon,1,0,2.0,1,0,2.0,12,14,5,5,10,21,0,5,1,4,0,1
145,F1,22/11/08,St Etienne,Nice,0,1,0.0,0,1,0.0,19,8,5,1,18,19,7,3,2,3,0,0
146,F1,22/11/08,Valenciennes,Sochaux,2,2,1.0,0,1,0.0,13,14,6,7,20,13,8,4,1,2,1,0
147,F1,23/11/08,Marseille,Lille,2,2,1.0,0,2,0.0,17,16,5,9,22,20,3,3,2,6,0,0
148,F1,23/11/08,Monaco,Le Mans,3,0,2.0,0,0,1.0,9,10,2,2,14,19,7,1,0,1,0,0
149,F1,23/11/08,Nantes,Nancy,0,1,0.0,0,0,1.0,19,6,3,2,12,20,11,2,2,2,0,0
150,F1,29/11/08,Auxerre,Monaco,0,1,0.0,0,1,0.0,11,7,2,4,14,9,2,2,2,2,0,0
151,F1,29/11/08,Le Havre,Nantes,0,2,0.0,0,0,1.0,4,10,1,2,22,22,4,8,2,1,0,0
152,F1,29/11/08,Le Mans,Caen,2,0,2.0,0,0,1.0,18,9,7,1,16,13,8,10,1,3,0,0
153,F1,29/11/08,Lille,Lorient,1,1,1.0,1,1,1.0,17,4,6,2,21,9,10,2,2,2,0,0
154,F1,29/11/08,Lyon,Valenciennes,0,0,1.0,0,0,1.0,31,7,8,2,17,16,11,2,2,2,0,0
155,F1,29/11/08,Sochaux,Bordeaux,0,0,1.0,0,0,1.0,8,9,3,3,17,17,0,6,3,1,0,0
156,F1,30/11/08,Nancy,St Etienne,1,2,0.0,0,2,0.0,14,21,2,8,24,17,5,6,2,3,1,0
157,F1,30/11/08,Rennes,Paris SG,1,0,2.0,1,0,2.0,12,15,3,7,19,9,3,11,0,1,0,0
158,F1,30/11/08,Toulouse,Marseille,0,0,1.0,0,0,1.0,6,14,3,1,19,14,3,4,3,2,0,0
159,F1,05/12/08,Bordeaux,Valenciennes,2,1,2.0,1,1,1.0,12,15,4,5,14,30,6,5,1,2,0,0
160,F1,06/12/08,Caen,Rennes,1,1,1.0,1,0,2.0,7,21,3,6,14,22,4,5,1,1,0,0
161,F1,06/12/08,Lille,Toulouse,1,1,1.0,0,0,1.0,14,9,3,6,19,23,7,3,4,2,0,0
162,F1,06/12/08,Marseille,Nice,2,1,2.0,2,0,2.0,17,12,5,5,22,16,2,6,2,3,0,0
163,F1,06/12/08,St Etienne,Le Havre,2,0,2.0,0,0,1.0,18,7,6,3,8,16,5,2,1,2,0,0
164,F1,07/12/08,Grenoble,Auxerre,0,0,1.0,0,0,1.0,10,16,1,3,18,17,4,6,3,0,0,0
165,F1,07/12/08,Lorient,Nancy,1,0,2.0,0,0,1.0,11,9,1,2,11,15,6,3,0,2,0,0
166,F1,07/12/08,Monaco,Sochaux,1,1,1.0,1,1,1.0,11,15,4,6,14,23,8,5,4,3,0,0
167,F1,07/12/08,Nantes,Lyon,2,1,2.0,0,1,0.0,12,12,4,6,16,16,4,2,2,4,0,0
168,F1,07/12/08,Paris SG,Le Mans,3,1,2.0,2,1,2.0,10,10,4,4,11,9,10,1,0,2,0,0
169,F1,10/12/08,Nice,Grenoble,0,0,1.0,0,0,1.0,9,13,2,3,14,20,4,3,2,2,0,0
170,F1,13/12/08,Auxerre,Paris SG,1,2,0.0,0,2,0.0,16,10,4,3,10,10,2,7,1,2,0,0
171,F1,13/12/08,Le Mans,Bordeaux,1,3,0.0,0,0,1.0,10,16,6,5,13,13,4,7,1,2,0,0
172,F1,13/12/08,Nancy,Grenoble,2,0,2.0,1,0,2.0,13,9,3,3,19,15,5,0,1,1,0,0
173,F1,13/12/08,Rennes,Nantes,0,0,1.0,0,0,1.0,12,10,7,0,20,11,7,2,3,1,0,0
174,F1,13/12/08,Sochaux,Caen,2,2,1.0,0,1,0.0,19,13,9,6,18,22,8,2,2,2,0,0
175,F1,13/12/08,Toulouse,St Etienne,3,1,2.0,2,1,2.0,13,10,6,3,16,23,3,3,2,2,0,0
176,F1,13/12/08,Valenciennes,Monaco,3,1,2.0,2,1,2.0,13,6,6,1,13,24,6,2,2,3,0,1
177,F1,14/12/08,Le Havre,Lorient,1,3,0.0,0,2,0.0,21,18,6,5,10,15,13,3,1,1,0,0
178,F1,14/12/08,Lyon,Marseille,0,0,1.0,0,0,1.0,10,7,2,1,17,20,3,4,2,3,0,0
179,F1,14/12/08,Nice,Lille,0,1,0.0,0,1,0.0,6,20,1,5,23,11,1,5,4,2,0,0
180,F1,20/12/08,Caen,Lyon,0,1,0.0,0,1,0.0,11,13,1,4,21,20,4,3,4,2,0,0
181,F1,20/12/08,Grenoble,Le Mans,2,1,2.0,1,0,2.0,9,10,3,3,18,15,5,4,3,2,0,1
182,F1,20/12/08,Lille,Le Havre,3,1,2.0,1,0,2.0,18,11,8,3,17,16,7,7,1,3,0,0
183,F1,20/12/08,Lorient,Rennes,1,2,0.0,1,0,2.0,16,13,4,4,9,20,8,7,1,4,0,0
184,F1,20/12/08,Nantes,Sochaux,1,1,1.0,0,0,1.0,12,9,5,1,16,12,5,2,0,4,0,0
185,F1,20/12/08,St Etienne,Auxerre,2,0,2.0,1,0,2.0,18,15,5,3,10,20,6,7,1,3,0,0
186,F1,20/12/08,Toulouse,Nice,2,2,1.0,1,1,1.0,22,8,9,3,17,24,7,5,0,3,0,0
187,F1,21/12/08,Marseille,Nancy,0,3,0.0,0,2,0.0,22,14,6,4,23,13,10,3,2,2,0,0
188,F1,21/12/08,Monaco,Bordeaux,3,4,0.0,2,0,2.0,5,10,3,5,23,19,2,2,3,3,0,0
189,F1,21/12/08,Paris SG,Valenciennes,2,2,1.0,1,0,2.0,19,9,7,4,13,9,6,1,0,0,0,0
190,F1,10/01/09,Auxerre,Marseille,0,2,0.0,0,1,0.0,13,12,5,3,14,18,4,0,2,1,0,0
191,F1,10/01/09,Le Havre,Toulouse,0,1,0.0,0,0,1.0,8,13,5,5,13,28,6,2,1,1,2,0
192,F1,10/01/09,Lyon,Lorient,1,1,1.0,1,1,1.0,15,10,7,5,10,13,3,3,1,1,0,0
193,F1,10/01/09,Monaco,Nantes,1,2,0.0,0,2,0.0,16,6,3,4,15,17,7,2,1,2,0,1
194,F1,10/01/09,Rennes,Grenoble,1,0,2.0,0,0,1.0,12,10,5,2,18,14,5,3,0,2,0,0
195,F1,10/01/09,Sochaux,St Etienne,1,0,2.0,0,0,1.0,12,18,4,2,13,20,9,6,1,2,0,1
196,F1,11/01/09,Bordeaux,Paris SG,4,0,2.0,2,0,2.0,14,8,5,0,23,19,2,4,1,2,0,0
197,F1,17/01/09,Grenoble,Lyon,0,2,0.0,0,1,0.0,11,13,1,3,16,17,8,3,0,2,0,0
198,F1,17/01/09,Lorient,Valenciennes,1,1,1.0,1,1,1.0,14,8,3,2,9,20,11,8,1,3,0,0
199,F1,17/01/09,Marseille,Le Havre,2,0,2.0,1,0,2.0,17,8,6,4,19,13,8,2,2,1,0,0
200,F1,17/01/09,Nantes,Bordeaux,1,2,0.0,0,1,0.0,15,8,3,4,15,13,4,7,1,1,0,0
201,F1,17/01/09,Nice,Auxerre,2,0,2.0,0,0,1.0,11,9,4,1,17,20,4,2,1,1,0,0
202,F1,17/01/09,St Etienne,Le Mans,1,1,1.0,0,0,1.0,17,4,6,1,9,19,6,1,0,1,0,0
203,F1,17/01/09,Toulouse,Nancy,3,0,2.0,1,0,2.0,14,9,4,2,19,10,4,4,1,1,0,0
204,F1,18/01/09,Caen,Monaco,2,2,1.0,0,2,0.0,16,9,2,5,13,20,8,0,1,2,0,0
205,F1,18/01/09,Lille,Rennes,1,0,2.0,0,0,1.0,21,7,7,2,11,18,6,4,2,3,0,1
206,F1,18/01/09,Paris SG,Sochaux,2,1,2.0,1,0,2.0,16,13,5,3,10,19,8,5,2,2,0,0
207,F1,31/01/09,Auxerre,Lorient,0,0,1.0,0,0,1.0,8,6,4,2,18,13,4,2,2,1,0,0
208,F1,31/01/09,Le Havre,Nancy,2,3,0.0,1,2,0.0,22,12,6,5,17,17,5,4,3,3,0,0
209,F1,31/01/09,Le Mans,Nantes,0,2,0.0,0,0,1.0,9,12,3,5,18,16,0,9,3,4,0,0
210,F1,31/01/09,Monaco,Grenoble,1,0,2.0,0,0,1.0,14,10,4,4,16,21,4,5,0,1,0,0
211,F1,31/01/09,Paris SG,Caen,2,0,2.0,0,0,1.0,15,11,7,2,11,13,9,7,0,1,0,0
212,F1,31/01/09,Rennes,Toulouse,0,0,1.0,0,0,1.0,18,13,2,6,17,13,9,0,0,0,0,0
213,F1,31/01/09,Valenciennes,Nice,1,0,2.0,0,0,1.0,15,11,4,4,22,16,6,3,3,2,0,0
214,F1,01/02/09,Bordeaux,Lille,2,2,1.0,1,0,2.0,11,9,6,3,20,17,3,3,2,2,0,0
215,F1,01/02/09,Lyon,St Etienne,1,1,1.0,0,0,1.0,15,9,5,2,15,20,5,2,0,2,1,0
216,F1,01/02/09,Sochaux,Marseille,1,0,2.0,1,0,2.0,5,19,2,1,17,23,5,9,1,1,0,0
217,F1,07/02/09,Le Havre,Rennes,1,0,2.0,0,0,1.0,14,20,5,5,14,19,2,4,1,3,0,0
218,F1,07/02/09,Lille,Sochaux,3,2,2.0,0,2,0.0,16,8,7,4,15,24,5,1,0,1,0,1
219,F1,07/02/09,Lorient,Monaco,1,1,1.0,0,1,0.0,9,14,4,3,15,20,3,6,2,3,0,0
220,F1,07/02/09,Nancy,Auxerre,0,2,0.0,0,1,0.0,4,20,0,5,9,17,5,8,3,1,0,0
221,F1,07/02/09,Nantes,Paris SG,1,4,0.0,1,2,0.0,12,12,9,5,17,18,3,5,0,0,0,0
222,F1,07/02/09,St Etienne,Caen,3,2,2.0,0,1,0.0,18,13,6,6,14,21,7,5,0,2,0,0
