,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
131,F1,25/11/17,Caen,Bordeaux,1,0,2.0,1,0,2.0,12,10,2,2,13,14,4,8,2,3,0,0
132,F1,25/11/17,Dijon,Toulouse,3,1,2.0,1,0,2.0,13,12,5,4,11,16,6,2,3,2,0,0
133,F1,25/11/17,Metz,Amiens,0,2,0.0,0,1,0.0,21,11,6,2,17,8,8,1,1,0,0,0
134,F1,25/11/17,Montpellier,Lille,3,0,2.0,3,0,2.0,18,10,6,4,13,14,6,7,1,6,0,0
135,F1,25/11/17,Rennes,Nantes,2,1,2.0,0,0,1.0,15,10,5,1,17,14,8,2,3,6,0,1
136,F1,25/11/17,Troyes,Angers,3,0,2.0,2,0,2.0,9,7,3,3,15,15,4,3,2,4,0,0
137,F1,26/11/17,Marseille,Guingamp,1,0,2.0,1,0,2.0,21,4,7,1,11,13,6,2,2,2,0,0
138,F1,26/11/17,Monaco,Paris SG,1,2,0.0,0,1,0.0,8,18,2,5,17,13,1,4,3,4,0,0
139,F1,26/11/17,Nice,Lyon,0,5,0.0,0,4,0.0,10,11,3,7,19,13,2,2,5,3,1,0
140,F1,28/11/17,Amiens,Dijon,2,1,2.0,1,1,1.0,8,16,5,6,5,14,3,6,0,3,0,0
141,F1,28/11/17,Bordeaux,St Etienne,3,0,2.0,2,0,2.0,12,11,6,5,12,19,2,6,1,2,0,0
142,F1,28/11/17,Strasbourg,Caen,0,0,1.0,0,0,1.0,6,15,3,1,13,13,2,3,1,2,0,0
143,F1,29/11/17,Angers,Rennes,1,2,0.0,1,0,2.0,10,8,4,3,9,11,7,4,0,1,0,0
144,F1,29/11/17,Guingamp,Montpellier,0,0,1.0,0,0,1.0,10,6,1,4,15,21,8,3,1,3,0,0
145,F1,29/11/17,Lyon,Lille,1,2,0.0,1,2,0.0,21,7,5,3,8,13,4,2,0,1,0,0
146,F1,29/11/17,Metz,Marseille,0,3,0.0,0,2,0.0,9,21,4,8,13,8,0,9,1,0,0,0
147,F1,29/11/17,Nantes,Monaco,1,0,2.0,0,0,1.0,16,9,5,1,9,12,11,5,0,0,0,0
148,F1,29/11/17,Paris SG,Troyes,2,0,2.0,0,0,1.0,19,6,6,3,14,16,11,1,0,1,0,0
149,F1,29/11/17,Toulouse,Nice,1,2,0.0,1,0,2.0,14,8,3,4,16,12,6,4,3,4,1,1
150,F1,01/12/17,Dijon,Bordeaux,3,2,2.0,1,2,0.0,17,14,5,6,15,14,6,4,2,2,0,0
151,F1,02/12/17,Lille,Toulouse,1,0,2.0,0,0,1.0,10,10,3,3,17,18,3,6,2,3,0,0
152,F1,02/12/17,Monaco,Angers,1,0,2.0,1,0,2.0,5,8,3,3,13,19,5,3,3,3,0,0
153,F1,02/12/17,Nice,Metz,3,1,2.0,1,1,1.0,15,13,7,5,10,17,1,5,0,2,0,0
154,F1,02/12/17,Rennes,Amiens,2,0,2.0,0,0,1.0,25,6,5,2,10,7,16,0,1,5,0,0
155,F1,02/12/17,Strasbourg,Paris SG,2,1,2.0,1,1,1.0,5,29,2,5,20,5,0,13,4,3,0,0
156,F1,02/12/17,Troyes,Guingamp,0,1,0.0,0,1,0.0,14,11,3,5,13,9,5,3,2,2,1,1
157,F1,03/12/17,Caen,Lyon,1,2,0.0,0,1,0.0,19,11,4,4,18,15,9,4,1,3,0,0
158,F1,03/12/17,Montpellier,Marseille,1,1,1.0,1,1,1.0,13,6,4,2,9,23,1,3,4,2,0,0
159,F1,03/12/17,St Etienne,Nantes,1,1,1.0,1,0,2.0,13,22,4,6,18,10,5,9,4,1,0,0
160,F1,08/12/17,Bordeaux,Strasbourg,0,3,0.0,0,2,0.0,12,10,2,4,14,10,10,5,3,1,0,0
161,F1,09/12/17,Angers,Montpellier,1,1,1.0,0,0,1.0,13,10,4,6,15,10,5,4,3,2,0,0
162,F1,09/12/17,Guingamp,Dijon,4,0,2.0,2,0,2.0,17,8,9,1,5,7,18,2,0,0,0,1
163,F1,09/12/17,Metz,Rennes,1,1,1.0,1,0,2.0,13,5,6,4,14,11,5,6,3,3,0,0
164,F1,09/12/17,Monaco,Troyes,3,2,2.0,0,1,0.0,19,5,6,3,14,22,16,1,4,5,0,0
165,F1,09/12/17,Paris SG,Lille,3,1,2.0,1,0,2.0,14,7,5,2,14,19,5,4,2,2,0,0
166,F1,09/12/17,Toulouse,Caen,2,0,2.0,0,0,1.0,10,11,3,3,15,10,4,5,1,2,0,0
167,F1,10/12/17,Amiens,Lyon,1,2,0.0,1,0,2.0,14,12,6,3,11,15,2,2,1,2,0,0
168,F1,10/12/17,Marseille,St Etienne,3,0,2.0,1,0,2.0,18,5,7,1,13,10,7,2,1,2,0,1
169,F1,10/12/17,Nantes,Nice,1,2,0.0,1,1,1.0,22,12,4,5,13,12,5,3,1,4,0,0
170,F1,15/12/17,St Etienne,Monaco,0,4,0.0,0,2,0.0,5,22,3,9,11,11,4,4,1,0,1,0
171,F1,16/12/17,Caen,Guingamp,0,0,1.0,0,0,1.0,11,8,2,5,20,13,5,4,2,4,0,0
172,F1,16/12/17,Dijon,Lille,3,0,2.0,3,0,2.0,13,9,8,5,14,9,3,4,1,1,0,0
173,F1,16/12/17,Montpellier,Metz,1,3,0.0,1,1,1.0,9,6,3,4,10,21,3,2,1,2,0,0
174,F1,16/12/17,Rennes,Paris SG,1,4,0.0,0,2,0.0,14,21,2,10,16,10,4,11,4,3,1,1
175,F1,16/12/17,Strasbourg,Toulouse,2,1,2.0,1,1,1.0,9,11,5,3,17,15,5,5,2,4,0,0
176,F1,16/12/17,Troyes,Amiens,1,0,2.0,0,0,1.0,19,11,7,3,18,14,9,0,4,2,0,0
177,F1,17/12/17,Lyon,Marseille,2,0,2.0,1,0,2.0,8,19,5,5,10,19,5,10,0,2,0,0
178,F1,17/12/17,Nantes,Angers,1,0,2.0,1,0,2.0,10,7,4,0,9,15,3,6,3,2,1,0
179,F1,17/12/17,Nice,Bordeaux,1,0,2.0,1,0,2.0,11,10,3,1,10,15,2,4,1,2,0,0
180,F1,20/12/17,Amiens,Nantes,0,1,0.0,0,0,1.0,12,14,5,5,17,13,5,2,3,2,0,0
181,F1,20/12/17,Angers,Dijon,2,1,2.0,1,1,1.0,24,16,11,3,16,18,7,3,3,4,0,1
182,F1,20/12/17,Bordeaux,Montpellier,0,2,0.0,0,0,1.0,8,14,1,6,14,13,4,2,3,3,0,0
183,F1,20/12/17,Guingamp,St Etienne,2,1,2.0,0,0,1.0,27,3,6,3,13,13,10,0,3,2,0,1
184,F1,20/12/17,Lille,Nice,1,1,1.0,0,1,0.0,5,8,1,3,18,11,3,4,2,4,0,0
185,F1,20/12/17,Marseille,Troyes,3,1,2.0,1,1,1.0,20,8,8,3,11,13,8,2,1,0,0,0
186,F1,20/12/17,Metz,Strasbourg,3,0,2.0,0,0,1.0,26,7,9,2,17,13,10,8,4,1,0,0
187,F1,20/12/17,Monaco,Rennes,2,1,2.0,1,0,2.0,14,8,4,2,21,19,8,1,3,2,0,0
188,F1,20/12/17,Paris SG,Caen,3,1,2.0,1,0,2.0,21,9,7,4,7,12,5,6,2,2,0,0
189,F1,20/12/17,Toulouse,Lyon,1,2,0.0,0,1,0.0,17,14,5,10,16,11,8,4,3,2,0,0
190,F1,12/01/18,Strasbourg,Guingamp,0,2,0.0,0,2,0.0,14,10,3,5,14,14,7,7,1,2,0,0
191,F1,13/01/18,Caen,Lille,0,1,0.0,0,1,0.0,15,12,7,5,15,11,5,3,3,3,1,1
192,F1,13/01/18,Dijon,Metz,1,1,1.0,1,0,2.0,12,12,7,6,10,15,6,7,2,2,1,0
193,F1,13/01/18,Montpellier,Monaco,0,0,1.0,0,0,1.0,16,13,4,6,15,10,10,6,5,1,0,0
194,F1,13/01/18,Nice,Amiens,1,0,2.0,0,0,1.0,20,9,7,3,10,13,7,1,1,0,0,0
195,F1,13/01/18,Rennes,Marseille,0,3,0.0,0,2,0.0,13,18,3,5,8,18,3,2,1,2,0,0
196,F1,13/01/18,Troyes,Bordeaux,0,1,0.0,0,1,0.0,8,10,3,4,15,13,2,2,4,0,0,0
197,F1,14/01/18,Lyon,Angers,1,1,1.0,0,1,0.0,19,9,7,2,11,18,12,1,2,4,0,1
198,F1,14/01/18,Nantes,Paris SG,0,1,0.0,0,1,0.0,13,20,3,3,17,11,2,5,3,2,1,0
199,F1,14/01/18,St Etienne,Toulouse,2,0,2.0,1,0,2.0,11,19,5,8,14,22,4,10,1,3,0,0
200,F1,16/01/18,Bordeaux,Caen,0,2,0.0,0,0,1.0,13,10,5,3,13,12,7,2,3,5,1,0
201,F1,16/01/18,Marseille,Strasbourg,2,0,2.0,0,0,1.0,15,4,7,2,6,15,7,4,2,3,0,0
202,F1,16/01/18,Monaco,Nice,2,2,1.0,1,0,2.0,6,9,3,5,10,12,6,3,4,4,0,0
203,F1,17/01/18,Amiens,Montpellier,1,1,1.0,0,1,0.0,13,16,3,5,10,6,2,3,2,1,0,0
204,F1,17/01/18,Angers,Troyes,3,1,2.0,1,0,2.0,12,8,5,2,15,17,8,2,0,5,0,0
205,F1,17/01/18,Guingamp,Lyon,0,2,0.0,0,1,0.0,8,21,3,13,20,16,3,11,2,2,0,0
206,F1,17/01/18,Lille,Rennes,1,2,0.0,1,0,2.0,11,22,3,12,15,4,2,9,1,0,0,0
207,F1,17/01/18,Metz,St Etienne,3,0,2.0,2,0,2.0,19,7,12,4,14,11,6,3,1,4,0,1
208,F1,17/01/18,Paris SG,Dijon,8,0,2.0,4,0,2.0,23,6,14,1,8,16,9,4,0,1,0,0
209,F1,17/01/18,Toulouse,Nantes,1,1,1.0,0,1,0.0,15,11,3,2,17,16,3,2,2,4,0,0
210,F1,19/01/18,Caen,Marseille,0,2,0.0,0,0,1.0,5,12,2,4,18,15,1,4,2,3,0,0
211,F1,20/01/18,Amiens,Guingamp,3,1,2.0,1,1,1.0,13,6,6,1,9,11,7,3,0,2,0,0
212,F1,20/01/18,Montpellier,Toulouse,2,1,2.0,1,1,1.0,22,9,5,3,18,13,5,4,1,4,0,1
213,F1,20/01/18,Nantes,Bordeaux,0,1,0.0,0,1,0.0,14,9,4,3,19,11,3,5,1,2,0,0
214,F1,20/01/18,Rennes,Angers,1,0,2.0,0,0,1.0,9,9,2,3,13,17,5,4,3,5,0,1
215,F1,20/01/18,Strasbourg,Dijon,3,2,2.0,2,2,1.0,16,12,9,5,17,22,5,1,1,1,0,0
216,F1,20/01/18,Troyes,Lille,1,0,2.0,1,0,2.0,7,9,2,1,13,10,5,6,0,2,0,0
217,F1,21/01/18,Lyon,Paris SG,2,1,2.0,1,1,1.0,11,11,6,3,16,11,3,7,2,3,0,1
218,F1,21/01/18,Monaco,Metz,3,1,2.0,1,0,2.0,13,3,6,2,11,15,6,3,1,1,0,1
219,F1,21/01/18,Nice,St Etienne,1,0,2.0,1,0,2.0,7,9,2,2,15,23,4,4,3,1,0,0
220,F1,26/01/18,Dijon,Rennes,2,1,2.0,1,1,1.0,14,13,4,4,10,17,3,5,3,2,0,0
221,F1,27/01/18,Angers,Amiens,1,0,2.0,1,0,2.0,16,3,7,0,14,19,5,4,1,3,0,0
222,F1,27/01/18,Guingamp,Nantes,0,3,0.0,0,0,1.0,6,13,0,5,9,17,3,9,2,3,0,0
223,F1,27/01/18,Metz,Nice,2,1,2.0,0,0,1.0,15,13,5,5,26,19,4,2,4,5,0,1
224,F1,27/01/18,Paris SG,Montpellier,4,0,2.0,2,0,2.0,11,16,7,3,16,11,2,10,1,2,0,0
