,Div,Date,HomeTeam,AwayTeam,FTR,HTS,HTST,HTW,HTD,HTL,HTF,HTY,HTR,HTG,ATS,ATST,ATW,ATD,ATL,ATF,ATY,ATR,ATG,Home attendance,Away attendance,Total avg
127,F1,19/11/17,Caen,Nice,1,12.41666667,2.916666667,6,6,6,13.83333333,1.25,0.083333333,0.666666667,12.58333333,5.166666667,4,1,7,12,1.916666667,0.083333333,1.166666667,17187,22201,39388
128,F1,19/11/17,Lyon,Montpellier,1,14.25,6.25,7,8,1,14.16666667,2,0.166666667,2.666666667,11.58333333,3,4,4,4,11.83333333,2.333333333,0.083333333,0.75,46005,20958,66963
129,F1,20/11/17,Amiens,Lille,2,9.333333333,2,3,8,6,14.16666667,2.666666667,0.166666667,0.666666667,12.5,4.083333333,3,3,6,14.08333333,2,2.166666667,1,9489,21878,31367
130,F1,24/11/17,St Etienne,Strasbourg,1,11.69230769,3.692307692,5,8,5,14.76923077,2.230769231,0.307692308,1.076923077,12.92307692,4.076923077,3,4,6,13,1.846153846,2.076923077,1.153846154,28142,20496,48638
131,F1,25/11/17,Caen,Bordeaux,2,12.84615385,3,6,7,6,13.53846154,1.307692308,0.076923077,0.692307692,13.46153846,4.307692308,4,5,4,15.53846154,2.384615385,0,1.307692308,17187,22009,39196
132,F1,25/11/17,Dijon,Toulouse,2,11.84615385,4.384615385,4,7,6,13.23076923,2,0.076923077,1.307692308,10.38461538,3.076923077,4,4,5,17.07692308,2.769230769,0,0.923076923,12228,21412,33640
133,F1,25/11/17,Metz,Amiens,0,10.38461538,3.615384615,1,7,11,12.61538462,2.153846154,0.307692308,0.384615385,9.230769231,2.153846154,4,3,6,14,2.692307692,2,0.846153846,14844,22086,36930
134,F1,25/11/17,Montpellier,Lille,2,11.84615385,2.923076923,4,9,4,11.61538462,2.230769231,0.076923077,0.692307692,12.46153846,3.846153846,3,3,7,13.76923077,2,2.153846154,0.923076923,13458,21878,35336
135,F1,25/11/17,Rennes,Nantes,2,12.23076923,3.615384615,4,8,6,13.38461538,2,0.230769231,1.153846154,10.69230769,3.538461538,7,2,4,13.69230769,1.692307692,1,0.923076923,23111,22181,45292
136,F1,25/11/17,Troyes,Angers,2,9.461538462,3.153846154,4,8,6,12.46153846,2.153846154,0.307692308,1,12,4.076923077,2,8,3,13.92307692,2.230769231,1,1.307692308,11723,21306,33029
137,F1,26/11/17,Marseille,Guingamp,2,15.92307692,5.538461538,7,9,2,13.53846154,2.769230769,0.153846154,2.076923077,11.69230769,4,4,3,6,13.46153846,1.769230769,0.076923077,1.076923077,47314,22165,69479
138,F1,26/11/17,Monaco,Paris SG,0,14.46153846,5.461538462,9,8,2,14,1.769230769,0,2.692307692,16.30769231,7.307692308,11,2,0,11.61538462,1.769230769,1.076923077,3.307692308,9243,29502,38745
139,F1,26/11/17,Nice,Lyon,0,12.53846154,5.307692308,4,7,7,11.92307692,2,0.076923077,1.153846154,14.30769231,6,7,5,1,13.92307692,2,1.076923077,2.461538462,22876,24477,47353
140,F1,28/11/17,Amiens,Dijon,2,9.357142857,2.142857143,5,9,6,13.57142857,2.5,0.142857143,0.928571429,11.92857143,4.428571429,5,3,6,13.07142857,2.071428571,0.071428571,1.428571429,9489,21658,31147
141,F1,28/11/17,Bordeaux,St Etienne,2,13.21428571,4.142857143,4,10,5,15.42857143,2.428571429,0,1.214285714,11.71428571,3.857142857,5,4,5,14.71428571,2.357142857,1.214285714,1.142857143,26048,22820,48868
