,Div,Date,HomeTeam,AwayTeam,FTR,HTS,HTST,HTW,HTD,HTL,HTF,HTY,HTR,HTG,ATS,ATST,ATW,ATD,ATL,ATF,ATY,ATR,ATG,Home attendance,Away attendance,Total avg
30,F1,31/08/2018,Lyon,Nice,0,18.66666667,7.333333333,2,1,1,10.66666667,0.333333333,0,1.333333333,17,3,0,1,2,11.66666667,1.666666667,0,0.333333333,48524,20536,69060
31,F1,1/9/2018,Angers,Lille,2,13,4.333333333,0,2,3,11,1.333333333,0,1.333333333,13.66666667,5.666666667,2,1,0,13,1,0,2,10383,19907,30290
32,F1,1/9/2018,Dijon,Caen,0,10.66666667,5.333333333,3,2,0,19.33333333,1.666666667,0,2.666666667,7,2.333333333,0,2,1,15,1.666666667,1,0.666666667,12981,20057,33038
33,F1,1/9/2018,Guingamp,Toulouse,0,11.66666667,4,0,2,3,13,0.666666667,0.333333333,0.666666667,9.333333333,3.666666667,2,0,1,15.66666667,1.666666667,0,1,14829,23106,37935
34,F1,1/9/2018,Nimes,Paris SG,0,12.33333333,4,2,2,1,14.66666667,2.666666667,0.333333333,2.333333333,13.66666667,6.666666667,3,0,0,13,1.333333333,0,3,13701,28880,42581
35,F1,1/9/2018,Reims,Montpellier,0,6.333333333,2.666666667,2,2,1,14,1.666666667,0.333333333,1,12.33333333,3.666666667,1,1,1,14,2.666666667,0,1,14052,20019,34071
36,F1,1/9/2018,Strasbourg,Nantes,0,12.33333333,4,1,3,1,12,1,0,1,13,2.333333333,0,1,2,12.33333333,1.333333333,1,0.666666667,25223,21523,46746
37,F1,2/9/2018,Monaco,Marseille,0,12,4,1,3,1,13,0.666666667,0,1.333333333,13.66666667,6,1,1,1,11.33333333,1,0,2.333333333,8382,26406,34788
38,F1,2/9/2018,Rennes,Bordeaux,2,6.666666667,2,1,2,1,12,0.666666667,0,1.333333333,11.33333333,5.333333333,1,0,2,9,1,0.333333333,1,23255,19239,42494
39,F1,2/9/2018,St Etienne,Amiens,1,9.666666667,3.333333333,1,2,0,11.66666667,1.666666667,0.333333333,1,11.66666667,3.666666667,1,0,2,16.66666667,1.333333333,0,1.666666667,27482,23213,50695
40,F1,14/09/2018,Nice,Rennes,2,14.75,2.5,1,2,2,12.25,1.75,0,0.5,9,3.5,2,1,1,12,0.5,0,1.5,19039,22451,41490
41,F1,14/09/2018,Paris SG,St Etienne,2,12,6.25,4,2,0,12.5,1.75,0.25,3.25,12,3.75,1,3,0,11.5,2,1,0.75,46853,25334,72187
42,F1,15/09/2018,Amiens,Lille,0,11,3.25,1,2,2,15.5,1.5,0,1.25,14.5,5.25,2,1,1,11.75,1,0,1.5,10926,19907,30833
43,F1,15/09/2018,Caen,Lyon,1,7.5,2.75,1,4,1,14.5,2,0.25,1,21.25,7.75,2,0,2,9.5,0.25,0,1,16396,23407,39803
44,F1,15/09/2018,Dijon,Angers,0,11.75,4.5,3,2,1,17.25,1.25,0,2,11.25,4,1,0,3,11.75,1,0.25,1.25,12981,20958,33939
45,F1,15/09/2018,Montpellier,Strasbourg,1,11.5,3.5,2,3,1,13.25,2,0,1,11.75,4.25,1,1,2,12,1,0,1.25,13242,21260,34502
46,F1,15/09/2018,Toulouse,Monaco,1,8.25,3.75,3,2,1,15,1.75,0.25,1.25,11,4,1,1,2,12.5,0.75,0,1.5,15062,24499,39561
47,F1,16/09/2018,Bordeaux,Nimes,1,10.5,4.25,1,2,3,10.25,1.5,0.25,0.75,12.75,4.5,2,0,2,14,2.25,1.25,2.25,21547,24165,45712
48,F1,16/09/2018,Marseille,Guingamp,2,14,5.75,2,3,1,12.5,1,0,2.5,14.5,4.25,0,0,4,12.75,1.25,1,0.75,48175,21833,70008
49,F1,16/09/2018,Nantes,Reims,1,13.25,3,1,3,2,12.25,1.5,0.25,1.25,10,3.5,2,0,2,13.25,1.25,1,0.75,25041,21349,46390
50,F1,21/09/2018,Monaco,Nimes,1,11.2,3.6,1,4,2,13.4,1.2,0,1.4,13,4.6,2,1,2,13,1.8,1.2,2.4,8382,24165,32547
51,F1,22/09/2018,Angers,Toulouse,1,11.6,4.4,2,3,3,12,1.2,0.2,1.6,9.2,4.2,3,1,1,15.4,1.8,1,1.2,10383,23106,33489
52,F1,22/09/2018,Lille,Nantes,2,15.2,6,3,3,1,13.6,1.2,0,1.8,13,3.6,1,2,2,12.4,1.8,1,1,33128,21523,54651
53,F1,22/09/2018,Montpellier,Nice,2,11.2,3.4,2,4,1,13.6,1.8,0,1,14.4,2.8,2,1,2,11.8,2.2,0,0.8,13242,20536,33778
54,F1,22/09/2018,Reims,Dijon,1,9.4,2.8,2,3,2,13,1.8,0.2,0.6,11.6,4.2,3,0,2,16,1.4,0,1.8,14052,20806,34858
55,F1,22/09/2018,St Etienne,Caen,2,11.8,3.4,1,4,1,11.8,1.8,0.2,0.6,9.6,3,1,3,1,14.6,1.8,1.4,1.2,27482,20057,47539
56,F1,22/09/2018,Strasbourg,Amiens,2,10.8,3.6,1,4,2,12.4,1.2,0,1.2,10.4,3.4,1,1,3,14.8,1.4,0,1.4,25223,23213,48436
57,F1,23/09/2018,Guingamp,Bordeaux,0,12,3.4,0,3,5,12,1.2,0.2,0.6,11.4,4.2,1,1,3,10.6,1.6,0.2,1.2,14829,19239,34068
58,F1,23/09/2018,Lyon,Marseille,2,20.4,7.4,2,2,2,10.2,0.6,0,1.2,14.6,5.8,3,1,1,11.4,1,0,2.8,48524,26406,74930
59,F1,23/09/2018,Rennes,Paris SG,0,9.2,3.4,2,3,2,13.4,0.6,0,1.4,12.8,6.8,5,0,0,12.4,1.6,1,3.4,23255,28880,52135
60,F1,25/09/2018,Monaco,Angers,0,11.83333333,3.666666667,1,5,2,13.66666667,1.166666667,0,1.333333333,12.33333333,4.333333333,2,1,3,12.33333333,1.166666667,0.166666667,1.333333333,8382,20958,29340
61,F1,25/09/2018,Nantes,Nice,0,12.66666667,3.666666667,1,5,3,12.33333333,2.166666667,0.166666667,1,13.5,2.666666667,2,1,3,11.66666667,2.166666667,0,0.666666667,25041,20536,45577
62,F1,25/09/2018,Toulouse,St Etienne,0,8.833333333,3.5,3,4,1,15.16666667,1.833333333,0.166666667,1,13.66666667,4,2,3,1,10.33333333,1.833333333,1,0.833333333,15062,25334,40396
63,F1,26/09/2018,Amiens,Rennes,2,10,3.333333333,1,3,4,14.5,1.833333333,0,1.333333333,10,3.5,2,1,3,13,0.833333333,0,1.333333333,10926,22451,33377
64,F1,26/09/2018,Bordeaux,Lille,2,11.33333333,4.5,2,4,3,11.66666667,2,0.166666667,1.5,14.5,6.333333333,4,1,1,13.83333333,1.5,0,1.833333333,21547,19907,41454
65,F1,26/09/2018,Caen,Montpellier,1,9.5,2.833333333,1,6,2,15.5,2,0.5,1.166666667,11.33333333,3.666666667,3,2,1,13.66666667,2,0,1,16396,20019,36415
66,F1,26/09/2018,Dijon,Lyon,0,10.66666667,3.5,3,3,2,15.66666667,1.333333333,0,1.5,19.83333333,7,3,1,2,9.666666667,0.666666667,0,1.666666667,12981,23407,36388
67,F1,26/09/2018,Marseille,Strasbourg,2,13.66666667,5.333333333,3,4,2,11.5,1.166666667,0.166666667,2.666666667,11.16666667,4,2,2,2,13,1.166666667,0,1.5,48175,21260,69435
68,F1,26/09/2018,Nimes,Guingamp,1,12.33333333,4.166666667,2,4,2,13.33333333,1.833333333,0.333333333,2.166666667,13,3.666666667,0,0,6,12.33333333,1.166666667,1,0.666666667,13701,21833,35534
69,F1,26/09/2018,Paris SG,Reims,2,13.16666667,6.666666667,6,3,0,13.16666667,1.833333333,0.166666667,3.333333333,9.666666667,2.666666667,2,2,2,13.33333333,1.666666667,1,0.5,46853,21349,68202
70,F1,28/09/2018,St Etienne,Monaco,2,13.71428571,4.571428571,3,5,1,10.85714286,1.857142857,0.142857143,1.142857143,11.14285714,3.142857143,1,3,3,13.57142857,1.142857143,0,1.142857143,27482,24499,51981
71,F1,29/09/2018,Angers,Guingamp,0,11.42857143,4.142857143,3,5,3,12.28571429,1.285714286,0.142857143,1.285714286,12.42857143,3.571428571,0,1,6,12.28571429,1.428571429,1,0.571428571,10383,21833,32216
72,F1,29/09/2018,Caen,Amiens,2,9.714285714,2.857142857,1,7,2,14.71428571,2,0.428571429,1.285714286,10.28571429,3.285714286,2,1,4,14,1.571428571,0,1.428571429,16396,23213,39609
73,F1,29/09/2018,Lyon,Nantes,1,19.28571429,6.714285714,4,3,2,9.857142857,0.857142857,0.142857143,1.857142857,12.28571429,3.571428571,1,2,4,12.28571429,2,1,1,48524,21523,70047
74,F1,29/09/2018,Nice,Paris SG,0,13.28571429,3,3,4,3,12.14285714,2.142857143,0,0.857142857,13.42857143,6.714285714,7,0,0,13,1.571428571,1,3.428571429,19039,28880,47919
75,F1,29/09/2018,Reims,Bordeaux,1,9.571428571,2.714285714,2,5,3,13.28571429,1.571428571,0.142857143,0.571428571,10.71428571,4.285714286,3,1,3,11.85714286,1.857142857,0.142857143,1.428571429,14052,19239,33291
76,F1,29/09/2018,Strasbourg,Dijon,2,10.85714286,4.142857143,2,5,3,13,1.428571429,0,1.571428571,13.42857143,3.857142857,3,1,3,15.14285714,1.428571429,0.142857143,1.285714286,25223,20806,46029
77,F1,30/09/2018,Lille,Marseille,2,14.57142857,6.285714286,4,4,2,14.57142857,1.714285714,0.142857143,1.571428571,13.57142857,5.285714286,4,1,2,11.57142857,1.428571429,1.142857143,2.714285714,33128,26406,59534
78,F1,30/09/2018,Montpellier,Nimes,2,12,4,3,5,1,13.71428571,2,0.142857143,1.142857143,11.57142857,3.857142857,2,3,2,13,2,1.142857143,1.857142857,13242,24165,37407
79,F1,30/09/2018,Rennes,Toulouse,1,10.71428571,3.285714286,2,4,4,13.71428571,1,0.142857143,1.285714286,10.42857143,3.857142857,3,2,2,14.85714286,1.714285714,1,1.142857143,23255,23106,46361
80,F1,5/10/2018,Toulouse,Nice,1,9.75,3.625,3,5,2,14.75,2,0.25,1.125,12.75,2.75,3,1,4,12.25,2.25,0.125,0.75,15062,20536,35598
81,F1,6/10/2018,Amiens,Dijon,2,9.875,3.125,2,4,5,13.625,1.625,0.125,1.25,13.5,3.5,3,1,4,15.375,1.625,0.125,1.125,10926,20806,31732
82,F1,6/10/2018,Angers,Strasbourg,1,11.375,4.125,3,5,4,12.625,1.5,0.125,1.125,10.375,4.25,3,2,3,12.75,1.375,0,1.75,10383,21260,31643
83,F1,6/10/2018,Guingamp,Montpellier,1,12.25,3.75,1,5,6,12.375,1.625,0.125,0.625,12.875,4.25,4,3,1,13.875,2,1,1.375,14829,20019,34848
84,F1,6/10/2018,Lille,St Etienne,2,14.75,6,5,4,2,13.75,1.625,0.125,1.75,14,4.625,4,3,1,10.5,1.625,1,1.25,33128,25334,58462
85,F1,6/10/2018,Nimes,Reims,1,11.5,3.75,2,6,3,13.625,2.125,0.25,1.625,9.5,2.375,2,3,3,13.625,1.625,1,0.5,13701,21349,35050
86,F1,7/10/2018,Bordeaux,Nantes,2,10.25,4.125,3,5,3,13.25,2,0.125,1.25,13.125,3.625,1,3,4,12.25,2.25,1,1,21547,21523,43070
87,F1,7/10/2018,Marseille,Caen,2,12.875,5,4,5,3,11.875,1.625,0.25,2.375,10,3,2,4,2,14.75,2,1.25,1.25,48175,20057,68232
88,F1,7/10/2018,Monaco,Rennes,0,12.25,3.625,1,6,4,13,1.125,0,1,12.125,3.75,2,2,4,14.125,1,1,1.25,8382,22451,30833
89,F1,7/10/2018,Paris SG,Lyon,2,14.375,6.875,8,4,0,12.875,1.625,0.125,3.375,19.375,6.75,4,2,2,10.5,1.125,1,1.75,46853,23407,70260
90,F1,19/10/2018,Lyon,Nimes,2,19,6.666666667,4,5,3,11.11111111,1.444444444,0.222222222,1.555555556,12.11111111,3.888888889,2,4,3,13.55555556,2,1.111111111,1.444444444,48524,24165,72689
91,F1,20/10/2018,Caen,Guingamp,1,9.666666667,2.888888889,2,8,3,14.66666667,2.333333333,0.333333333,1.111111111,11.66666667,3.555555556,1,2,6,12.22222222,1.444444444,1.111111111,0.666666667,16396,21833,38229
92,F1,20/10/2018,Dijon,Lille,0,13.11111111,3.444444444,3,5,5,15.66666667,1.444444444,0.111111111,1,14.44444444,5.888888889,6,1,2,13.11111111,1.666666667,1,1.888888889,12981,19907,32888
93,F1,20/10/2018,Nantes,Toulouse,2,13,3.444444444,1,7,5,12.55555556,2.111111111,0.111111111,0.888888889,10.11111111,3.444444444,3,4,2,15,1.888888889,2,1.111111111,25041,23106,48147
94,F1,20/10/2018,Paris SG,Amiens,2,14.33333333,7,9,4,0,12.66666667,1.666666667,0.222222222,3.555555556,9.666666667,3,3,1,5,14.22222222,1.444444444,1,1.222222222,46853,23213,70066
95,F1,20/10/2018,Reims,Angers,1,9.444444444,2.333333333,2,7,3,13.33333333,1.555555556,0.111111111,0.444444444,12.77777778,4.333333333,3,2,4,12.44444444,1.444444444,0.111111111,1.222222222,14052,20958,35010
96,F1,20/10/2018,Strasbourg,Monaco,2,10.22222222,4.222222222,3,6,3,12.77777778,1.777777778,0,1.777777778,11.77777778,3.444444444,1,3,5,13.55555556,1.555555556,0.111111111,1,25223,24499,49722
97,F1,21/10/2018,Montpellier,Bordeaux,2,12.66666667,4.333333333,4,6,1,14.22222222,2.111111111,0.222222222,1.333333333,10.88888889,4.444444444,4,2,3,13.88888889,1.888888889,0.111111111,1.444444444,13242,19239,32481
98,F1,21/10/2018,Nice,Marseille,0,12.55555556,2.666666667,3,5,4,12.44444444,2.222222222,0.111111111,0.777777778,13.33333333,5.111111111,5,1,3,12.11111111,1.777777778,1.111111111,2.333333333,19039,26406,45445
99,F1,21/10/2018,St Etienne,Rennes,1,13.11111111,4.333333333,4,6,2,10.44444444,1.555555556,0.111111111,1.222222222,12,3.777777778,3,2,4,14.33333333,1,1,1.333333333,27482,22451,49933
100,F1,26/10/2018,Nimes,St Etienne,1,13.2,4.1,2,8,4,13.3,2,0.2,1.3,12.6,4.1,4,4,2,10.7,1.5,1,1.2,13701,25334,39035
101,F1,27/10/2018,Amiens,Nantes,0,9.5,2.9,3,5,6,13.8,1.3,0.1,1.1,13.5,4,2,3,5,12.5,2.2,1,1.2,10926,21523,32449
102,F1,27/10/2018,Angers,Lyon,0,13.1,4.5,3,7,4,11.9,1.3,0.1,1.2,18.4,6.5,5,2,3,11,1.4,2,1.6,10383,23407,33790
103,F1,27/10/2018,Guingamp,Strasbourg,1,11.2,3.4,1,7,6,11.5,1.3,0.2,0.6,10,4.3,4,3,3,12.8,1.8,0,1.8,14829,21260,36089
104,F1,27/10/2018,Lille,Caen,2,13.8,5.6,7,5,2,13.1,1.7,0.1,1.9,9.1,2.8,2,5,3,14.9,2.1,1.2,1,33128,20057,53185
105,F1,27/10/2018,Monaco,Dijon,1,11.8,3.6,1,7,6,13.3,1.7,0.2,1,13.5,3.8,3,1,6,16.1,1.5,0.1,1,8382,20806,29188
106,F1,27/10/2018,Toulouse,Montpellier,0,9.6,3.3,3,7,3,14.8,1.8,0.2,1,12.7,4.3,5,4,1,14.1,2.1,2,1.4,15062,20019,35081
107,F1,28/10/2018,Bordeaux,Nice,0,11,4.3,4,6,4,13.6,2,0.1,1.3,12.7,2.7,3,2,5,12.4,2.3,0.1,0.7,21547,20536,42083
108,F1,28/10/2018,Marseille,Paris SG,0,12.9,4.7,6,6,3,11.8,1.7,0.2,2.2,14.5,7.1,10,0,0,12.6,1.5,1.1,3.7,48175,28880,77055
109,F1,28/10/2018,Rennes,Reims,0,12.3,3.9,3,7,4,14,1,0.1,1.3,9.7,2.6,2,5,3,13.3,1.5,1,0.5,23255,21349,44604
110,F1,2/11/2018,Paris SG,Lille,2,14.18181818,6.909090909,11,5,0,12.45454545,1.545454545,0.181818182,3.545454545,13.54545455,5.454545455,8,1,2,13.09090909,1.545454545,1,1.818181818,46853,19907,66760
111,F1,3/11/2018,Caen,Rennes,0,8.727272727,2.636363636,2,10,4,15.36363636,2.090909091,0.272727273,0.909090909,12.18181818,4,3,3,5,14.18181818,1.181818182,1,1.181818182,16396,22451,38847
112,F1,3/11/2018,Dijon,Nimes,0,13.27272727,3.727272727,3,6,6,15.90909091,1.636363636,0.090909091,1.090909091,13.18181818,4.272727273,2,5,4,12.63636364,1.909090909,1.090909091,1.272727273,12981,24165,37146
113,F1,3/11/2018,Lyon,Bordeaux,1,17.54545455,6.363636364,6,6,3,10.90909091,1.727272727,0.181818182,1.636363636,12.09090909,4.545454545,4,2,5,13.54545455,2,0.090909091,1.181818182,48524,19239,67763
114,F1,3/11/2018,Nice,Amiens,2,12.72727273,2.636363636,4,6,5,12.45454545,2.363636364,0.090909091,0.727272727,10.27272727,3.363636364,3,1,7,14,1.272727273,1,1.090909091,19039,23213,42252
115,F1,3/11/2018,Reims,Monaco,2,9.363636364,2.636363636,3,9,3,13.63636364,1.545454545,0.090909091,0.636363636,11.81818182,3.727272727,1,4,6,13.45454545,1.727272727,1.090909091,1.090909091,14052,24499,38551
116,F1,3/11/2018,Strasbourg,Toulouse,1,10.18181818,4.363636364,4,7,3,12.90909091,1.727272727,0,1.727272727,10.09090909,3.363636364,3,4,4,14.63636364,1.818181818,2,0.909090909,25223,23106,48329
117,F1,4/11/2018,Montpellier,Marseille,2,13.54545455,4.636363636,6,7,1,14,2,0.181818182,1.545454545,12.81818182,4.454545455,6,1,4,11.45454545,1.909090909,1.090909091,2,13242,26406,39648
118,F1,4/11/2018,Nantes,Guingamp,2,13.36363636,4.090909091,3,8,5,12.27272727,2.181818182,0.090909091,1.272727273,11.09090909,3.454545455,1,4,6,11.36363636,1.272727273,1.090909091,0.636363636,25041,21833,46874
119,F1,4/11/2018,St Etienne,Angers,2,12.63636364,4.181818182,4,8,2,11.09090909,1.636363636,0.090909091,1.181818182,13.18181818,4.454545455,3,3,5,11.63636364,1.363636364,0.181818182,1.181818182,27482,20958,48440
120,F1,9/11/2018,Lille,Strasbourg,1,12.91666667,5.166666667,8,6,3,13,1.666666667,0.083333333,1.75,10.83333333,4.166666667,4,5,3,12.5,1.75,0,1.666666667,33128,21260,54388
121,F1,10/11/2018,Angers,Montpellier,2,12.91666667,4.583333333,3,8,6,11.5,1.333333333,0.166666667,1.333333333,13.58333333,4.75,7,4,1,13.83333333,1.833333333,2,1.666666667,10383,20019,30402
122,F1,10/11/2018,Guingamp,Lyon,0,10.5,3.166666667,1,9,7,11.5,1.333333333,0.166666667,0.583333333,16.58333333,6,6,3,3,11.5,1.666666667,2,1.583333333,14829,23407,38236
123,F1,10/11/2018,Nimes,Nice,0,13,4.416666667,3,10,4,12.66666667,1.75,0.166666667,1.5,12.25,2.75,5,2,5,12.08333333,2.25,0.083333333,0.75,13701,20536,34237
124,F1,10/11/2018,St Etienne,Reims,2,13.08333333,4.583333333,5,8,2,10.83333333,1.583333333,0.083333333,1.416666667,9.25,2.75,4,5,3,13.5,1.416666667,1.083333333,0.666666667,27482,21349,48831
125,F1,10/11/2018,Toulouse,Amiens,0,9.666666667,3.25,3,8,4,13.75,1.75,0.166666667,0.916666667,10.5,3.666666667,3,1,8,13.58333333,1.166666667,1,1,15062,23213,38275
126,F1,11/11/2018,Bordeaux,Caen,1,12.5,4.416666667,4,7,5,13.75,1.916666667,0.083333333,1.166666667,9,2.666666667,2,5,5,15.16666667,2,1.166666667,0.916666667,21547,20057,41604
127,F1,11/11/2018,Marseille,Dijon,2,12.66666667,4.25,6,7,5,11.66666667,2,0.166666667,1.833333333,14.08333333,4,3,2,7,15.58333333,1.583333333,0.083333333,1,48175,20806,68981
128,F1,11/11/2018,Monaco,Paris SG,0,11.25,3.5,1,9,7,13.66666667,1.833333333,0.25,1,14.58333333,6.75,12,0,0,12.75,1.583333333,1.083333333,3.416666667,8382,28880,37262
129,F1,11/11/2018,Rennes,Nantes,1,13,4.5,4,8,5,13.91666667,1.25,0.083333333,1.25,13.83333333,4.583333333,4,3,5,12.08333333,2,1,1.583333333,23255,21523,44778
130,F1,23/11/2018,Lyon,St Etienne,2,16.76923077,6,7,8,3,12,1.692307692,0.153846154,1.769230769,13.15384615,4.615384615,6,5,2,10.76923077,1.692307692,1,1.461538462,48524,25334,73858
131,F1,24/11/2018,Caen,Monaco,0,9,2.538461538,2,11,5,15.07692308,2.076923077,0.230769231,0.846153846,11.53846154,3.384615385,1,4,8,13.76923077,1.692307692,2.076923077,0.923076923,16396,24499,40895
132,F1,24/11/2018,Dijon,Bordeaux,1,13.69230769,3.923076923,3,7,8,15.69230769,1.615384615,0.076923077,0.923076923,12.76923077,4.538461538,4,4,5,13.61538462,2.076923077,0.076923077,1.076923077,12981,19239,32220
133,F1,24/11/2018,Nantes,Angers,1,13.30769231,4.461538462,4,9,5,12.46153846,2.076923077,0.076923077,1.538461538,12.69230769,4.461538462,4,3,6,11.84615385,1.307692308,0.153846154,1.307692308,25041,20958,45999
134,F1,24/11/2018,Paris SG,Toulouse,2,14.53846154,6.923076923,13,6,0,12.53846154,1.461538462,0.153846154,3.461538462,10.69230769,3.461538462,3,5,5,13.53846154,1.846153846,2,0.846153846,46853,23106,69959
135,F1,24/11/2018,Reims,Guingamp,2,9.615384615,2.769230769,4,10,4,14.07692308,1.384615385,0.153846154,0.615384615,10.38461538,3.076923077,1,4,8,11.61538462,1.307692308,1.076923077,0.692307692,14052,21833,35885
136,F1,24/11/2018,Strasbourg,Nimes,0,10.30769231,3.923076923,4,9,3,12.61538462,1.769230769,0,1.538461538,12.61538462,4.307692308,3,5,5,12.53846154,1.923076923,1.230769231,1.384615385,25223,24165,49388
137,F1,25/11/2018,Amiens,Marseille,0,10.23076923,3.538461538,4,7,8,13.69230769,1.153846154,0.076923077,1,12.92307692,4.153846154,7,1,5,11.46153846,1.846153846,1.076923077,1.846153846,10926,26406,37332
138,F1,25/11/2018,Montpellier,Rennes,1,13.30769231,4.615384615,7,8,2,13.76923077,1.846153846,0.153846154,1.538461538,13.07692308,4.461538462,4,4,5,14,1.461538462,1,1.230769231,13242,22451,35693
139,F1,25/11/2018,Nice,Lille,2,12.30769231,3.153846154,6,7,5,12.38461538,2.461538462,0.076923077,0.769230769,13.61538462,5.384615385,8,2,3,12.69230769,1.538461538,1,1.615384615,19039,19907,38946
140,F1,30/11/2018,St Etienne,Nantes,2,13.35714286,4.5,6,9,3,11.14285714,1.714285714,0.071428571,1.357142857,14.07142857,4.714285714,4,5,5,12.5,2.071428571,1,1.5,27482,21523,49005
141,F1,1/12/2018,Angers,Caen,1,12.28571429,4.214285714,4,9,6,11.85714286,1.428571429,0.142857143,1.285714286,9,2.428571429,2,6,6,15.14285714,2.071428571,1.142857143,0.785714286,10383,20057,30440
142,F1,1/12/2018,Guingamp,Nice,1,10.07142857,3.142857143,1,10,9,11.5,1.5,0.142857143,0.714285714,12.21428571,3.214285714,7,2,5,12.21428571,2.357142857,0.071428571,0.857142857,14829,20536,35365
143,F1,1/12/2018,Lille,Lyon,1,13.28571429,5.142857143,8,8,4,13.07142857,1.714285714,0.071428571,1.5,16.5,5.642857143,8,3,3,11.85714286,1.642857143,2.071428571,1.714285714,33128,23407,56535
