,Div,Date,HomeTeam,AwayTeam,FTR,HTS,HTST,HTW,HTD,HTL,HTF,HTY,HTR,HTG,ATS,ATST,ATW,ATD,ATL,ATF,ATY,ATR,ATG
0,F1,12/08/16,Bastia,Paris SG,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
1,F1,12/08/16,Monaco,Guingamp,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2,F1,13/08/16,Bordeaux,St Etienne,2.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
3,F1,13/08/16,Caen,Lorient,2.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
4,F1,13/08/16,Dijon,Nantes,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
5,F1,13/08/16,Metz,Lille,2.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
6,F1,13/08/16,Montpellier,Angers,2.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
7,F1,14/08/16,Marseille,Toulouse,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
8,F1,14/08/16,Nancy,Lyon,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
9,F1,14/08/16,Nice,Rennes,2.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
10,F1,19/08/16,Lyon,Caen,2.0,9.0,7.0,1,0,0,14.0,2.0,0.0,3.0,15.0,6.0,1,0,0,13.0,1.0,0.0,3.0
11,F1,20/08/16,Angers,Nice,0.0,12.0,2.0,0,0,1,12.0,2.0,0.0,0.0,7.0,1.0,1,0,0,12.0,0.0,0.0,1.0
12,F1,20/08/16,Lille,Dijon,2.0,13.0,4.0,0,0,1,9.0,2.0,0.0,2.0,6.0,2.0,0,0,1,6.0,0.0,0.0,0.0
13,F1,20/08/16,Lorient,Bastia,0.0,8.0,2.0,0,0,1,9.0,2.0,1.0,2.0,10.0,0.0,0,0,1,15.0,3.0,0.0,0.0
14,F1,20/08/16,Nantes,Monaco,0.0,10.0,3.0,1,0,0,11.0,2.0,0.0,1.0,18.0,4.0,0,1,0,14.0,3.0,0.0,2.0
15,F1,20/08/16,Rennes,Nancy,2.0,19.0,4.0,0,0,1,9.0,1.0,0.0,0.0,11.0,1.0,0,0,1,18.0,4.0,0.0,0.0
16,F1,20/08/16,Toulouse,Bordeaux,2.0,6.0,2.0,0,1,0,12.0,1.0,0.0,0.0,10.0,6.0,1,0,0,9.0,1.0,0.0,3.0
17,F1,21/08/16,Guingamp,Marseille,2.0,9.0,5.0,0,1,0,15.0,4.0,0.0,2.0,10.0,2.0,0,1,0,14.0,3.0,0.0,0.0
18,F1,21/08/16,Paris SG,Metz,2.0,9.0,6.0,1,0,0,16.0,3.0,0.0,1.0,7.0,3.0,1,0,0,13.0,2.0,0.0,3.0
19,F1,21/08/16,St Etienne,Montpellier,2.0,14.0,5.0,0,0,1,20.0,2.0,0.0,2.0,14.0,3.0,1,0,0,9.0,1.0,0.0,1.0
20,F1,26/08/16,Marseille,Lorient,2.0,9.0,2.5,0,1,1,14.5,2.0,0.0,0.5,9.0,2.5,0,0,2,12.0,2.0,2.0,1.0
21,F1,27/08/16,Caen,Bastia,2.0,11.0,3.5,1,0,1,13.5,2.5,0.0,1.5,13.0,3.5,1,0,1,13.0,3.5,0.0,1.5
22,F1,27/08/16,Dijon,Lyon,2.0,6.5,2.0,0,0,2,10.5,1.0,0.0,0.0,15.0,7.0,2,0,0,15.5,2.5,0.0,2.5
