,Div,Date,HomeTeam,AwayTeam,FTR,HTS,HTST,HTW,HTD,HTL,HTF,HTY,HTR,HTG,ATS,ATST,ATW,ATD,ATL,ATF,ATY,ATR,ATG,HATT,HMIL,HDEF,AATT,AMIL,ADEF,HB,AB,HomeTeamStreak_AtHome,HomeTeamStreak_AtAway,AwayTeamStreak_AtHome,AwayTeamStreak_AtAway,Home attendance,Away attendance
26,F1,19/08/17,Troyes,Nantes,0.0,10.5,4.0,1,1,0,10.5,2.0,0.0,1.5,11.5,3.5,0,0,2,15.0,2.0,0.0,0.0,73,70,68,74,72,76,26,45,0,1,-1,-1,11723,22181
27,F1,20/08/17,Lille,Caen,0.0,13.0,3.5,1,0,1,12.0,2.0,0.5,1.5,9.0,2.5,0,0,2,11.5,1.0,0.0,0.0,71,74,72,73,73,73,90,32,1,-1,-1,-1,33200,20701
28,F1,20/08/17,Marseille,Angers,1.0,15.5,7.5,2,0,0,9.5,2.0,0.0,2.0,10.5,5.5,1,1,0,17.0,2.5,0.0,2.0,78,79,77,75,73,73,170,28,1,1,0,1,47314,21306
29,F1,20/08/17,Paris SG,Toulouse,2.0,18.5,6.5,2,0,0,11.0,1.0,0.0,2.5,7.0,3.5,1,0,1,24.0,3.5,0.0,1.5,86,82,82,73,74,74,540,34,1,1,1,-1,46930,21412
30,F1,25/08/17,Paris SG,St Etienne,2.0,20.33333333333333,9.333333333333332,3,0,0,10.0,0.6666666666666666,0.3333333333333333,3.6666666666666665,9.0,4.0,3,0,0,12.333333333333332,1.6666666666666663,0.0,1.6666666666666663,86,82,82,75,75,76,540,68,2,1,2,1,46930,22820
31,F1,26/08/17,Amiens,Nice,2.0,11.0,1.0,0,0,3,10.666666666666666,2.0,0.0,0.0,13.333333333333336,5.333333333333333,1,0,2,10.333333333333332,1.6666666666666663,0.0,1.0,75,73,72,78,77,76,25,45,-1,-2,1,0,9489,22201
32,F1,26/08/17,Bordeaux,Troyes,2.0,11.666666666666668,5.0,1,2,0,16.0,1.6666666666666663,0.0,2.333333333333333,9.666666666666666,3.0,1,1,1,9.333333333333334,1.6666666666666663,0.0,1.0,76,75,76,73,70,68,70,26,1,0,-1,1,26048,21602
33,F1,26/08/17,Caen,Metz,2.0,9.666666666666666,2.6666666666666665,1,0,2,11.666666666666664,1.3333333333333333,0.0,0.6666666666666666,7.0,3.333333333333333,0,0,3,12.0,1.6666666666666663,0.0,0.3333333333333333,73,73,73,69,73,72,32,33,-1,1,-2,-1,17187,22504
34,F1,26/08/17,Dijon,Montpellier,2.0,13.0,2.6666666666666665,0,1,2,11.0,1.3333333333333333,0.0,1.0,13.333333333333332,2.666666666666667,1,1,1,9.0,2.333333333333333,0.0,0.6666666666666666,72,73,70,73,74,74,32,43,-1,-1,1,-1,12228,20958
35,F1,26/08/17,Nantes,Lyon,1.0,11.333333333333336,3.666666666666666,1,0,2,12.666666666666664,1.3333333333333333,0.3333333333333333,0.3333333333333333,12.333333333333336,6.666666666666668,2,1,0,15.666666666666668,2.333333333333333,0.3333333333333333,3.0,74,72,76,80,78,77,45,240,-1,1,1,1,24559,24477
36,F1,26/08/17,Toulouse,Rennes,2.0,7.0,2.6666666666666665,1,0,2,22.33333333333333,3.666666666666666,0.0,1.6666666666666663,15.666666666666668,5.333333333333334,0,2,1,8.666666666666666,1.0,0.0,1.3333333333333333,73,74,74,76,74,74,34,50,1,-2,-1,0,16929,21642
37,F1,27/08/17,Angers,Lille,1.0,10.666666666666666,5.0,1,2,0,13.666666666666664,2.333333333333333,0.0,1.6666666666666663,13.666666666666668,3.666666666666667,1,0,2,11.0,2.0,1.0,1.0,75,73,73,71,74,72,28,90,0,1,-1,-1,11065,21878
38,F1,27/08/17,Guingamp,Strasbourg,2.0,10.0,2.0,1,0,2,12.333333333333332,2.0,0.0,1.0,12.0,3.666666666666667,1,1,1,14.0,2.333333333333333,0.0,1.3333333333333333,78,74,73,70,73,71,26,30,-1,-1,1,-1,14502,20496
39,F1,27/08/17,Monaco,Marseille,2.0,18.33333333333333,6.000000000000001,3,0,0,13.333333333333332,1.3333333333333333,0.0,2.6666666666666665,14.333333333333332,5.666666666666668,2,1,0,13.0,2.333333333333333,0.3333333333333333,1.6666666666666663,80,81,78,78,79,77,180,170,1,2,1,1,9243,26919
40,F1,08/09/17,Lille,Bordeaux,1.0,13.5,3.5,1,1,2,10.75,2.75,0.25,1.0,11.75,5.75,2,2,0,14.25,1.25,0.0,2.25,71,74,72,76,75,76,90,70,-1,-1,2,0,33200,22009
41,F1,08/09/17,Metz,Paris SG,0.0,7.5,3.0,0,0,4,13.0,1.75,0.0,0.25,18.75,8.0,4,0,0,12.5,1.0,0.25,3.5,69,73,72,86,82,82,33,540,-2,-2,3,1,14844,29502
42,F1,09/09/17,Caen,Dijon,2.0,11.25,3.0,2,0,2,11.5,1.5,0.0,0.75,11.5,2.5,1,1,2,12.75,1.5,0.0,1.25,73,73,73,72,73,70,32,32,1,1,1,0,17187,21658
43,F1,09/09/17,Montpellier,Nantes,0.0,12.75,2.5,1,1,2,10.25,2.25,0.0,0.75,10.0,3.25,1,1,2,12.75,1.25,1.0,0.25,73,74,74,74,72,76,43,45,1,-2,-1,1,13458,22181
44,F1,09/09/17,Nice,Monaco,2.0,13.0,4.75,1,0,3,9.5,2.0,0.0,0.75,17.25,6.5,4,0,0,12.75,1.5,0.0,3.5,78,77,76,80,81,78,45,180,1,-1,2,2,22876,23813
45,F1,09/09/17,Strasbourg,Amiens,0.0,12.75,3.5,1,1,2,14.0,2.25,0.0,1.0,11.25,1.75,1,0,3,11.5,2.25,0.0,0.75,70,73,71,75,73,72,30,25,1,-2,1,-1,24064,22086
46,F1,09/09/17,Troyes,Toulouse,1.0,8.5,2.75,1,1,2,11.25,1.5,0.0,1.0,8.0,3.75,2,0,2,21.5,3.75,0.0,2.0,73,70,68,73,74,74,26,34,-1,-1,2,-2,11723,21412
47,F1,10/09/17,Lyon,Guingamp,2.0,13.25,5.75,2,2,0,14.5,2.0,0.25,2.25,11.0,3.0,2,0,2,12.25,1.75,0.0,1.25,80,78,77,78,74,73,240,26,1,1,1,-1,46005,22165
48,F1,10/09/17,Marseille,Rennes,0.0,13.25,5.0,2,1,1,13.25,2.5,0.25,1.5,15.25,4.75,0,2,2,12.0,1.5,1.0,1.5,78,79,77,76,74,74,170,50,0,-1,-1,-1,47314,21642
49,F1,10/09/17,St Etienne,Angers,1.0,9.75,3.5,3,0,1,12.25,2.0,0.0,1.25,10.75,4.25,1,3,0,12.75,2.25,0.0,1.5,75,75,76,75,73,73,68,28,1,-1,0,1,28142,21306
50,F1,15/09/17,Toulouse,Bordeaux,0.0,7.799999999999999,3.0,2,1,2,19.8,3.6,0.0,1.6,12.8,4.8,2,3,0,14.000000000000002,1.8,0.0,1.7999999999999998,73,74,74,76,75,76,34,70,2,-2,2,0,16929,22009
51,F1,16/09/17,Dijon,St Etienne,0.0,11.000000000000002,2.8,1,1,3,13.6,1.6,0.0,1.2,9.4,3.6,3,1,1,11.6,2.2,0.2,1.2,72,73,70,75,75,76,32,68,1,-1,1,-1,12228,22820
52,F1,16/09/17,Guingamp,Lille,2.0,11.4,3.6,2,0,3,13.0,1.8000000000000005,0.0,1.2,12.4,3.2,1,2,2,10.8,2.6,1.2,0.8,78,74,73,71,74,72,26,90,1,-2,-1,-1,14502,21878
53,F1,16/09/17,Monaco,Strasbourg,2.0,16.0,5.4,4,0,1,13.0,1.6,0.0,2.8,12.2,3.4000000000000004,1,1,3,15.6,2.0,0.2,0.8,80,81,78,70,73,71,180,30,1,-1,-1,-1,9243,20496
54,F1,16/09/17,Nantes,Caen,2.0,10.4,3.4000000000000004,2,1,2,12.6,1.4,0.2,0.4,11.4,3.0000000000000004,3,0,2,13.0,1.4,0.2,1.0,74,72,76,73,73,73,45,32,-1,2,2,1,24559,20701
55,F1,16/09/17,Troyes,Montpellier,0.0,9.0,2.8000000000000003,1,2,2,11.4,1.6,0.0,0.8,12.4,2.6,1,1,3,9.6,2.0,0.2,0.6000000000000001,73,70,68,73,74,74,26,43,-1,-1,-1,-2,11723,20958
56,F1,17/09/17,Amiens,Marseille,0.0,10.6,2.0,2,0,3,12.0,2.4000000000000004,0.0,0.8,12.6,4.8,2,1,2,14.2,3.2,0.2,1.4,75,73,72,78,79,77,25,170,1,1,-1,-1,9489,26919
57,F1,17/09/17,Angers,Metz,0.0,11.6,4.6,1,4,0,14.0,2.2,0.2,1.4,7.6,2.6,0,0,5,12.4,1.4,0.2,0.4,75,73,73,69,73,72,28,33,0,1,-3,-2,11065,22504
58,F1,17/09/17,Paris SG,Lyon,2.0,19.6,8.799999999999997,5,0,0,11.6,1.0,0.2,3.8,13.000000000000002,5.4,3,2,0,14.8,2.0,0.2,2.2,86,82,82,80,78,77,540,240,3,2,2,1,46930,24477
59,F1,17/09/17,Rennes,Nice,0.0,15.6,4.6000000000000005,1,2,2,12.400000000000002,1.4,0.2,1.8000000000000005,12.2,4.800000000000002,2,0,3,11.4,2.0,0.0,1.4,76,74,74,78,77,76,50,45,0,1,2,-1,23111,22201
60,F1,22/09/17,Lille,Monaco,0.0,12.0,3.5000000000000004,1,2,3,11.833333333333336,2.333333333333333,0.3333333333333333,0.6666666666666666,15.666666666666668,5.333333333333334,5,0,1,13.0,1.6666666666666663,0.0,2.833333333333333,71,74,72,80,81,78,90,180,-1,-2,2,-1,33200,23813
61,F1,22/09/17,Nice,Angers,1.0,11.166666666666668,4.5,3,0,3,12.333333333333336,2.5,0.0,1.3333333333333333,12.666666666666664,4.666666666666667,1,4,1,14.0,2.0,1.0,1.1666666666666663,78,77,76,75,73,73,45,28,1,1,-1,1,22876,21306
62,F1,23/09/17,Bordeaux,Guingamp,2.0,13.000000000000002,4.666666666666666,3,3,0,13.333333333333332,1.6666666666666667,0.0,1.6666666666666663,12.833333333333336,3.6666666666666665,3,0,3,12.166666666666664,1.6666666666666667,0.0,1.1666666666666663,76,75,76,78,74,73,70,26,2,1,2,-2,26048,22165
63,F1,23/09/17,Caen,Amiens,2.0,10.833333333333336,2.6666666666666665,3,0,3,12.833333333333332,1.5,0.16666666666666666,0.8333333333333333,10.166666666666668,2.1666666666666665,2,0,4,11.833333333333336,2.333333333333333,0.0,0.6666666666666666,73,73,73,75,73,72,32,25,2,-1,-1,1,17187,22086
64,F1,23/09/17,Lyon,Dijon,1.0,12.833333333333336,5.333333333333333,3,2,1,14.5,2.0,0.16666666666666666,1.8333333333333333,12.166666666666668,3.5,1,1,4,13.5,1.8333333333333333,0.0,1.0,80,78,77,72,73,70,240,32,1,-1,-1,-1,46005,21658
65,F1,23/09/17,Metz,Troyes,0.0,8.0,3.0,1,0,5,12.666666666666664,1.6666666666666663,0.16666666666666666,0.5,8.666666666666666,2.333333333333333,1,2,3,12.666666666666664,1.8333333333333333,0.16666666666666666,0.6666666666666666,69,73,72,73,70,68,33,26,-1,1,-2,-1,14844,21602
66,F1,23/09/17,Montpellier,Paris SG,1.0,11.833333333333336,2.666666666666667,2,1,3,9.666666666666666,2.1666666666666665,0.16666666666666666,0.6666666666666666,18.666666666666664,8.166666666666666,6,0,0,11.500000000000002,1.3333333333333333,0.16666666666666666,3.5,73,74,74,86,82,82,43,540,-1,1,4,2,13458,29502
67,F1,24/09/17,Marseille,Toulouse,2.0,14.166666666666664,5.0,3,1,2,14.333333333333336,3.1666666666666665,0.16666666666666666,1.4999999999999998,9.166666666666666,3.333333333333333,2,1,3,19.33333333333333,3.5,0.0,1.3333333333333333,78,79,77,73,74,74,170,34,-1,1,-1,0,47314,21412
68,F1,24/09/17,St Etienne,Rennes,1.0,10.5,4.0,4,1,1,12.0,2.333333333333333,0.16666666666666666,1.1666666666666663,15.833333333333336,4.5,1,2,3,13.166666666666668,1.3333333333333337,1.0,1.5,75,75,76,76,74,74,68,50,0,1,-1,1,28142,21642
69,F1,24/09/17,Strasbourg,Nantes,0.0,11.833333333333332,3.0,1,1,4,15.0,2.0,0.16666666666666666,0.6666666666666666,10.000000000000002,3.5,3,1,2,12.5,1.1666666666666663,1.0,0.5,70,73,71,74,72,76,30,45,-1,-2,1,2,24064,22181
70,F1,29/09/17,Monaco,Montpellier,1.0,15.142857142857142,5.571428571428571,6,0,1,13.142857142857142,1.714285714285714,0.0,3.0,10.857142857142858,2.5714285714285707,2,2,3,10.428571428571429,2.142857142857143,0.14285714285714285,0.5714285714285714,80,81,78,73,74,74,180,43,1,1,-1,1,9243,20958
71,F1,30/09/17,Dijon,Strasbourg,1.0,12.0,3.8571428571428568,1,2,4,14.285714285714288,2.2857142857142856,0.0,1.2857142857142856,13.142857142857142,3.4285714285714284,1,1,5,13.857142857142856,1.8571428571428568,0.14285714285714285,0.7142857142857142,72,73,70,70,73,71,32,30,-1,-1,-2,-2,12228,20496
72,F1,30/09/17,Guingamp,Toulouse,1.0,12.428571428571427,3.7142857142857135,3,0,4,12.428571428571427,1.714285714285714,0.0,1.1428571428571426,9.0,3.0,2,1,4,18.0,3.0,0.0,1.1428571428571428,78,74,73,73,74,74,26,34,2,-3,-1,-1,14502,21412
73,F1,30/09/17,Nantes,Metz,2.0,10.285714285714283,3.7142857142857135,4,1,2,11.428571428571427,1.1428571428571428,0.14285714285714285,0.7142857142857142,9.0,3.571428571428571,1,0,6,12.428571428571427,1.857142857142857,0.14285714285714285,0.42857142857142855,74,72,76,69,73,72,45,33,1,3,-2,1,24559,22504
74,F1,30/09/17,Paris SG,Bordeaux,2.0,17.428571428571427,7.142857142857142,6,1,0,11.714285714285715,1.4285714285714284,0.14285714285714285,3.0,14.142857142857142,5.1428571428571415,4,3,0,13.428571428571427,2.0,0.0,1.857142857142857,86,82,82,76,75,76,540,70,4,2,3,1,46930,22009
75,F1,30/09/17,Rennes,Caen,0.0,14.857142857142858,4.428571428571427,1,3,3,13.285714285714285,1.5714285714285714,0.14285714285714285,1.5714285714285712,11.714285714285715,2.8571428571428568,4,0,3,12.999999999999998,1.4285714285714284,0.14285714285714285,0.857142857142857,76,74,74,73,73,73,50,32,-1,1,3,-1,23111,20701
76,F1,01/10/17,Angers,Lyon,1.0,12.999999999999998,4.857142857142857,1,5,1,14.571428571428573,2.0,0.14285714285714285,1.2857142857142856,13.857142857142856,5.428571428571428,3,3,1,14.857142857142856,1.8571428571428568,0.14285714285714285,2.0,75,73,73,80,78,77,28,240,-1,1,1,-1,11065,24477
77,F1,01/10/17,Nice,Marseille,0.0,12.000000000000002,4.285714285714286,3,1,3,12.428571428571427,2.7142857142857144,0.0,1.4285714285714284,15.285714285714285,5.1428571428571415,4,1,2,13.857142857142856,3.0,0.14285714285714285,1.5714285714285712,78,77,76,78,79,77,45,170,1,1,1,1,22876,26919
78,F1,01/10/17,Troyes,St Etienne,2.0,8.714285714285714,2.2857142857142856,2,2,3,12.571428571428573,2.0,0.2857142857142857,0.7142857142857142,10.285714285714286,4.0,4,2,1,11.857142857142858,2.4285714285714284,0.2857142857142857,1.2857142857142856,73,70,68,75,75,76,26,68,-1,1,0,1,11723,22820
79,F1,13/10/17,Lyon,Monaco,2.0,13.75,5.5,3,4,1,14.75,2.0,0.25,2.125,14.25,5.0,6,1,1,13.875,1.875,0.0,2.75,80,78,77,80,81,78,240,180,1,-1,1,1,46005,23813
80,F1,14/10/17,Caen,Angers,0.0,11.5,2.875,5,0,3,14.5,1.375,0.125,0.875,13.25,4.75,1,6,1,14.25,2.0,1.0,1.5,73,73,73,75,73,73,32,28,1,1,-1,1,17187,21306
81,F1,14/10/17,Dijon,Paris SG,0.0,12.125,4.125,1,3,4,13.75,2.0,0.125,1.25,16.625,7.375,7,1,0,11.5,1.375,0.125,3.375,72,73,70,86,82,82,32,540,-1,-1,5,2,12228,29502
82,F1,14/10/17,Guingamp,Rennes,2.0,11.625,3.75,3,1,4,13.0,1.625,0.0,1.125,14.125,4.125,1,3,4,13.375,1.875,1.0,1.375,78,74,73,76,74,74,26,50,2,-3,-2,1,14502,21642
83,F1,14/10/17,Lille,Troyes,1.0,11.857142857142858,3.2857142857142856,1,2,4,12.714285714285715,2.142857142857143,0.2857142857142857,0.5714285714285714,9.0,2.875,3,2,3,11.875,2.125,1.25,0.875,71,74,72,73,70,68,90,26,-2,-2,1,1,33200,21602
84,F1,14/10/17,St Etienne,Metz,2.0,10.75,4.0,4,2,2,12.5,2.25,0.375,1.25,9.0,3.25,1,0,7,12.0,2.125,1.125,0.375,75,75,76,69,73,72,68,33,0,-1,-1,-1,28142,22504
85,F1,14/10/17,Toulouse,Amiens,2.0,9.25,2.875,2,2,4,18.0,2.875,0.0,1.125,9.0,1.8571428571428568,2,0,5,12.857142857142858,2.2857142857142856,0.0,0.5714285714285714,73,74,74,75,73,72,34,25,-1,-1,-1,-1,16929,22086
86,F1,15/10/17,Bordeaux,Nantes,1.0,14.5,5.25,4,3,1,14.0,2.0,0.0,1.875,10.875,4.0,5,1,2,11.75,1.25,1.0,0.75,76,75,76,74,72,76,70,45,1,-1,2,3,26048,22181
87,F1,15/10/17,Montpellier,Nice,2.0,11.375,2.625,2,3,3,10.625,2.0,0.125,0.625,12.875,5.0,3,1,4,12.625,2.625,0.0,1.5,73,74,74,78,77,76,43,45,-1,1,-1,1,13458,22201
88,F1,15/10/17,Strasbourg,Marseille,1.0,12.375,3.125,1,2,5,14.25,1.875,0.125,0.75,15.5,5.625,5,1,2,14.125,3.0,1.125,1.875,70,73,71,78,79,77,30,170,-2,-2,1,2,24064,26919
89,F1,20/10/17,St Etienne,Montpellier,0.0,11.777777777777779,4.111111111111111,5,2,2,12.222222222222221,2.222222222222222,0.3333333333333333,1.4444444444444444,11.666666666666664,2.7777777777777777,3,3,3,11.0,2.1111111111111107,0.1111111111111111,0.7777777777777778,75,75,76,73,74,74,68,43,1,-1,1,1,28142,20958
90,F1,21/10/17,Amiens,Bordeaux,2.0,8.75,1.875,2,0,6,13.875,2.625,0.125,0.5,14.888888888888893,4.999999999999999,4,4,1,13.888888888888893,2.1111111111111107,0.0,1.7777777777777777,75,73,72,76,75,76,25,70,-1,-2,1,-1,9489,22009
91,F1,21/10/17,Angers,Toulouse,0.0,13.111111111111107,4.666666666666666,2,6,1,14.666666666666664,2.2222222222222223,0.1111111111111111,1.5555555555555554,10.0,3.2222222222222223,3,2,4,17.555555555555557,2.6666666666666665,0.0,1.1111111111111112,75,73,73,73,74,74,28,34,-1,2,1,-1,11065,21412
92,F1,21/10/17,Metz,Dijon,0.0,9.111111111111107,3.111111111111111,1,0,8,12.444444444444445,2.0,0.2222222222222222,0.4444444444444444,12.444444444444445,4.2222222222222205,1,3,5,13.333333333333332,2.1111111111111107,0.1111111111111111,1.2222222222222223,69,73,72,72,73,70,33,32,-1,-2,-2,-1,14844,21658
93,F1,21/10/17,Monaco,Caen,2.0,14.222222222222225,5.222222222222221,6,1,2,13.999999999999998,1.7777777777777781,0.0,2.6666666666666665,12.666666666666664,3.111111111111112,5,0,4,14.222222222222225,1.3333333333333333,0.1111111111111111,0.7777777777777779,80,81,78,73,73,73,180,32,0,-1,-1,1,9243,20701
94,F1,21/10/17,Nantes,Guingamp,2.0,11.222222222222221,3.9999999999999987,5,2,2,12.111111111111107,1.3333333333333337,0.1111111111111111,0.7777777777777779,12.111111111111107,4.333333333333334,4,1,4,13.666666666666664,1.7777777777777777,0.0,1.2222222222222223,74,72,76,78,74,73,45,26,2,3,3,-3,24559,22165
95,F1,21/10/17,Rennes,Lille,2.0,13.777777777777779,3.666666666666667,1,3,5,13.555555555555555,2.333333333333333,0.2222222222222222,1.2222222222222223,12.375,3.625,1,3,4,13.125,2.0,1.25,0.75,76,74,74,71,74,72,50,90,-2,-1,-2,-2,23111,21878
96,F1,22/10/17,Marseille,Paris SG,1.0,16.0,5.777777777777778,5,2,2,13.555555555555555,3.0000000000000004,0.2222222222222222,2.0,16.777777777777775,7.444444444444442,8,1,0,11.666666666666664,1.6666666666666667,0.1111111111111111,3.2222222222222223,78,79,77,86,82,82,170,540,1,2,5,3,47314,29502
97,F1,22/10/17,Nice,Strasbourg,0.0,13.111111111111107,5.333333333333334,3,1,5,12.888888888888893,2.4444444444444446,0.0,1.3333333333333337,13.111111111111116,3.7777777777777777,1,3,5,14.222222222222225,2.0,0.1111111111111111,1.0,78,77,76,70,73,71,45,30,-1,-1,-2,-2,22876,20496
98,F1,22/10/17,Troyes,Lyon,0.0,9.111111111111107,2.7777777777777777,3,3,3,11.888888888888893,2.1111111111111107,0.3333333333333333,1.0,14.666666666666668,5.666666666666668,4,4,1,14.111111111111107,2.2222222222222223,1.1111111111111112,2.2222222222222223,73,70,68,80,78,77,26,240,1,1,2,-1,11723,24477
99,F1,27/10/17,Paris SG,Nice,2.0,15.8,6.999999999999999,8,2,0,11.900000000000002,1.8,0.2,3.1000000000000005,13.2,5.7,3,1,6,12.1,2.2,0.0,1.3,86,82,82,78,77,76,540,45,5,3,-2,-1,46930,22201
100,F1,28/10/17,Bordeaux,Monaco,0.0,14.8,4.9,4,4,2,13.800000000000002,2.0,0.0,1.6,14.3,5.299999999999999,7,1,2,13.8,1.9,0.0,2.6000000000000005,76,75,76,80,81,78,70,180,1,-2,1,-1,26048,23813
