,Div,Date,Time,HomeTeam,AwayTeam,FTR,HTS,HTST,HTW,HTD,HTL,HTF,HTY,HTR,HTG,ATS,ATST,ATW,ATD,ATL,ATF,ATY,ATR,ATG
31,F1,19/09/2020,16:00,Lens,Bordeaux,2.0,12.0,4.333333333333333,2,0,1,18.333333333333332,2.6666666666666665,0.3333333333333333,1.6666666666666665,5.666666666666667,2.666666666666667,1,2,0,13.666666666666666,2.333333333333333,0.3333333333333333,0.6666666666666666
32,F1,19/09/2020,20:00,Rennes,Monaco,2.0,14.0,5.333333333333334,2,1,0,15.666666666666664,3.333333333333333,0.6666666666666666,2.333333333333333,14.333333333333332,4.0,2,1,0,14.0,3.0,1.0,1.6666666666666665
33,F1,20/09/2020,12:00,Nice,Paris SG,0.0,5.333333333333333,1.6666666666666665,2,0,1,14.666666666666668,3.333333333333333,0.0,1.6666666666666665,14.0,4.333333333333333,1,0,2,11.666666666666666,3.6666666666666665,1.3333333333333333,0.3333333333333333
34,F1,20/09/2020,14:00,Brest,Lorient,2.0,16.0,4.0,1,0,2,16.666666666666668,1.6666666666666665,0.3333333333333333,1.3333333333333333,7.333333333333334,3.666666666666667,1,0,2,20.0,2.6666666666666665,0.0,1.6666666666666665
35,F1,20/09/2020,14:00,Metz,Reims,2.0,8.666666666666668,1.9999999999999998,0,0,3,11.333333333333334,2.0,0.0,0.0,6.666666666666666,1.6666666666666665,0,1,2,15.333333333333334,2.9999999999999996,1.0,0.6666666666666666
36,F1,20/09/2020,14:00,Montpellier,Angers,2.0,13.666666666666668,6.333333333333333,2,0,1,15.333333333333332,1.6666666666666665,0.6666666666666666,2.0,14.666666666666668,4.333333333333334,2,0,1,10.666666666666666,1.6666666666666665,0.3333333333333333,0.6666666666666666
37,F1,20/09/2020,14:00,Strasbourg,Dijon,2.0,9.0,2.666666666666667,0,0,3,14.333333333333332,2.333333333333333,0.0,0.3333333333333333,7.333333333333334,2.0,0,0,3,12.666666666666668,1.6666666666666665,0.3333333333333333,0.3333333333333333
38,F1,20/09/2020,16:00,Nantes,St Etienne,1.0,7.0,2.6666666666666665,1,1,1,13.999999999999998,2.3333333333333335,0.6666666666666666,1.0,11.666666666666666,4.666666666666667,3,0,0,14.0,1.6666666666666665,0.0,2.0
39,F1,20/09/2020,20:00,Marseille,Lille,1.0,8.333333333333332,2.6666666666666665,2,0,1,15.0,4.666666666666667,0.6666666666666666,1.3333333333333333,10.333333333333332,3.333333333333333,2,1,0,11.666666666666666,1.6666666666666665,0.3333333333333333,1.0
40,F1,25/09/2020,20:00,Lille,Nantes,2.0,11.25,4.25,2,2,0,13.25,2.0,0.25,1.0,9.0,2.75,1,2,1,13.5,2.25,0.5,1.25
41,F1,26/09/2020,16:00,St Etienne,Rennes,0.0,10.25,4.5,3,1,0,14.75,1.75,0.0,2.0,14.0,4.75,3,1,0,14.5,2.75,1.25,2.25
42,F1,26/09/2020,20:00,Marseille,Metz,1.0,9.0,2.5,2,1,1,14.25,4.25,0.5,1.25,10.0,2.5,1,0,3,12.0,1.75,0.0,0.5
43,F1,27/09/2020,12:00,Bordeaux,Nice,1.0,6.0,2.75,1,2,1,14.0,3.0,0.5,0.75,7.5,2.5,2,0,2,13.25,2.75,0.0,1.25
44,F1,27/09/2020,14:00,Angers,Brest,2.0,14.5,4.0,2,0,2,9.25,2.0,0.25,0.75,15.5,4.5,2,0,2,17.5,1.75,1.0,1.75
45,F1,27/09/2020,14:00,Dijon,Montpellier,1.0,7.0,2.0,0,0,4,13.5,1.5,0.25,0.25,13.75,7.0,3,0,1,15.0,2.25,1.25,2.5
46,F1,27/09/2020,14:00,Monaco,Strasbourg,2.0,14.25,3.5,2,1,1,13.25,2.75,0.25,1.5,11.0,3.5,1,0,3,13.25,2.0,0.0,0.5
47,F1,27/09/2020,14:00,Nimes,Lens,1.0,14.0,6.5,1,1,2,13.0,2.0,0.0,1.75,13.75,4.5,3,0,1,17.5,3.25,1.0,1.75
48,F1,27/09/2020,16:00,Lorient,Lyon,1.0,7.75,3.75,1,0,3,18.25,2.25,0.0,1.75,20.5,6.25,1,2,1,15.5,2.75,1.0,1.25
49,F1,27/09/2020,20:00,Reims,Paris SG,0.0,7.5,2.25,0,1,3,13.25,3.25,0.5,0.75,14.0,4.75,2,0,2,11.0,3.25,1.0,1.0
50,F1,02/10/2020,20:00,Paris SG,Angers,2.0,15.399999999999999,5.199999999999999,3,0,2,10.8,3.0,0.8,1.2000000000000002,14.000000000000002,4.2,3,0,2,10.8,2.2,0.2,1.2000000000000002
51,F1,03/10/2020,16:00,Lens,St Etienne,2.0,14.0,4.8,3,1,1,17.2,3.2,0.2,1.5999999999999999,9.399999999999999,4.3999999999999995,3,1,1,14.0,1.5999999999999999,0.0,1.6
52,F1,03/10/2020,20:00,Nice,Nantes,2.0,8.6,2.4,2,1,2,13.600000000000001,2.4000000000000004,0.0,1.0,9.6,3.4000000000000004,1,2,2,13.200000000000001,2.1999999999999997,0.4,1.0
53,F1,04/10/2020,12:00,Montpellier,Nimes,0.0,13.8,6.6000000000000005,3,1,1,14.2,2.0,0.4,2.4,13.799999999999999,5.999999999999999,1,2,2,12.4,1.6,0.0,1.5999999999999999
54,F1,04/10/2020,14:00,Bordeaux,Dijon,2.0,8.4,3.1999999999999997,1,3,1,13.0,2.6,0.4,0.6000000000000001,8.600000000000001,2.8,0,1,4,13.8,2.0,0.2,0.6000000000000001
55,F1,04/10/2020,14:00,Brest,Monaco,2.0,15.2,4.8,2,0,3,18.2,1.7999999999999998,0.2,1.7999999999999998,13.599999999999998,3.8,3,1,1,12.799999999999997,2.8,1.4,1.7999999999999998
56,F1,04/10/2020,14:00,Metz,Lorient,2.0,10.799999999999999,2.6,1,1,3,11.8,1.8000000000000003,0.0,0.6000000000000001,7.0,3.4,1,1,3,18.4,2.2,0.0,1.5999999999999999
57,F1,04/10/2020,14:00,Strasbourg,Lille,0.0,11.0,3.8,1,0,4,13.0,1.7999999999999998,0.0,0.8,11.4,4.2,3,2,0,13.8,1.6,0.2,1.2000000000000002
58,F1,04/10/2020,16:00,Rennes,Reims,1.0,13.2,5.0,4,1,0,14.000000000000002,2.4000000000000004,0.4,2.4000000000000004,7.6,2.4,0,1,4,12.8,2.9999999999999996,2.0,0.6000000000000001
59,F1,04/10/2020,20:00,Lyon,Marseille,1.0,20.2,6.2,1,3,1,13.799999999999999,2.2,0.2,1.2,10.6,2.6,2,2,1,14.4,3.4000000000000004,2.0,1.2
